"competencia","data","ano","nivel","aprovada","distribuida","ocupada","vago","nivel_nome","taxa_vacancia"
202303,2023-03-01,2023,"NI",277571,247395,168222,109349,"Nível intermediário",39.39
202303,2023-03-01,2023,"NM",2140,2095,1721,419,"Nível médio",19.58
202303,2023-03-01,2023,"NS",429781,373563,291340,138441,"Nível superior",32.21
202304,2023-04-01,2023,"NA",16160,16125,15588,572,"Nível de apoio",3.54
202304,2023-04-01,2023,"NI",277201,246993,167516,109685,"Nível intermediário",39.57
202304,2023-04-01,2023,"NM",2133,2086,1701,432,"Nível médio",20.25
202304,2023-04-01,2023,"NS",429745,373480,291027,138718,"Nível superior",32.28
202305,2023-05-01,2023,"NA",16037,16003,15465,572,"Nível de apoio",3.57
202305,2023-05-01,2023,"NI",276943,243953,166917,110026,"Nível intermediário",39.73
202305,2023-05-01,2023,"NM",2103,2057,1670,433,"Nível médio",20.59
202305,2023-05-01,2023,"NS",429670,373117,290802,138868,"Nível superior",32.32
202306,2023-06-01,2023,"NA",15898,15863,15319,579,"Nível de apoio",3.64
202306,2023-06-01,2023,"NI",276713,244670,166297,110416,"Nível intermediário",39.9
202306,2023-06-01,2023,"NM",2066,2020,1630,436,"Nível médio",21.1
202306,2023-06-01,2023,"NS",429565,373138,290377,139188,"Nível superior",32.4
202307,2023-07-01,2023,"NA",15825,15785,15231,594,"Nível de apoio",3.75
202307,2023-07-01,2023,"NI",276816,245160,166979,109837,"Nível intermediário",39.68
202307,2023-07-01,2023,"NM",1895,1877,1513,382,"Nível médio",20.16
202307,2023-07-01,2023,"NS",429484,373160,290202,139282,"Nível superior",32.43
202308,2023-08-01,2023,"NA",15734,15688,15114,620,"Nível de apoio",3.94
202308,2023-08-01,2023,"NI",276482,244834,166270,110212,"Nível intermediário",39.86
202308,2023-08-01,2023,"NM",1895,1877,1509,386,"Nível médio",20.37
202308,2023-08-01,2023,"NS",429423,373137,289887,139536,"Nível superior",32.49
202309,2023-09-01,2023,"NA",15649,15600,15023,626,"Nível de apoio",4
202309,2023-09-01,2023,"NI",275791,244252,165443,110348,"Nível intermediário",40.01
202309,2023-09-01,2023,"NM",2311,2223,1786,525,"Nível médio",22.72
202309,2023-09-01,2023,"NS",429344,373261,289864,139480,"Nível superior",32.49
202310,2023-10-01,2023,"NA",15564,15509,14929,635,"Nível de apoio",4.08
202310,2023-10-01,2023,"NI",275528,243163,165188,110340,"Nível intermediário",40.05
202310,2023-10-01,2023,"NM",2325,2237,1793,532,"Nível médio",22.88
202310,2023-10-01,2023,"NS",429246,371034,289987,139259,"Nível superior",32.44
202311,2023-11-01,2023,"NA",15494,15439,14862,632,"Nível de apoio",4.08
202311,2023-11-01,2023,"NI",275293,242972,164746,110547,"Nível intermediário",40.16
202311,2023-11-01,2023,"NM",2331,2243,1806,525,"Nível médio",22.52
202311,2023-11-01,2023,"NS",429174,358399,290011,139163,"Nível superior",32.43
202312,2023-12-01,2023,"NA",15443,15388,14816,627,"Nível de apoio",4.06
202312,2023-12-01,2023,"NI",275056,242201,164398,110658,"Nível intermediário",40.23
202312,2023-12-01,2023,"NM",2359,2249,1817,542,"Nível médio",22.98
202312,2023-12-01,2023,"NS",429178,349228,289915,139263,"Nível superior",32.45
202401,2024-01-01,2024,"NA",15378,15320,14747,631,"Nível de apoio",4.1
202401,2024-01-01,2024,"NI",273782,241096,164026,109756,"Nível intermediário",40.09
202401,2024-01-01,2024,"NM",2363,2261,1810,553,"Nível médio",23.4
202401,2024-01-01,2024,"NS",430340,349973,290518,139822,"Nível superior",32.49
202402,2024-02-01,2024,"NA",15311,15254,14676,635,"Nível de apoio",4.15
202402,2024-02-01,2024,"NI",263099,232409,163629,99470,"Nível intermediário",37.81
202402,2024-02-01,2024,"NM",2367,2272,1826,541,"Nível médio",22.86
202402,2024-02-01,2024,"NS",433987,349595,290780,143207,"Nível superior",33
202403,2024-03-01,2024,"NA",15252,15197,14616,636,"Nível de apoio",4.17
202403,2024-03-01,2024,"NI",262864,232270,163164,99700,"Nível intermediário",37.93
202403,2024-03-01,2024,"NM",2389,2278,1832,557,"Nível médio",23.32
202403,2024-03-01,2024,"NS",433901,349798,290684,143217,"Nível superior",33.01
202404,2024-04-01,2024,"NA",15202,15147,14560,642,"Nível de apoio",4.22
202404,2024-04-01,2024,"NI",262601,232300,162955,99646,"Nível intermediário",37.95
202404,2024-04-01,2024,"NM",2391,2296,1842,549,"Nível médio",22.96
202404,2024-04-01,2024,"NS",433821,349863,290580,143241,"Nível superior",33.02
202405,2024-05-01,2024,"NA",15151,14701,14499,652,"Nível de apoio",4.3
202405,2024-05-01,2024,"NI",262315,226373,162736,99579,"Nível intermediário",37.96
202405,2024-05-01,2024,"NM",2399,2308,1848,551,"Nível médio",22.97
202405,2024-05-01,2024,"NS",434340,346988,290399,143941,"Nível superior",33.14
202406,2024-06-01,2024,"NA",14943,14493,14291,652,"Nível de apoio",4.36
202406,2024-06-01,2024,"NI",262131,225852,162197,99934,"Nível intermediário",38.12
202406,2024-06-01,2024,"NM",2401,2032,1830,571,"Nível médio",23.78
202406,2024-06-01,2024,"NS",434281,346601,290830,143451,"Nível superior",33.03
202407,2024-07-01,2024,"NA",14879,14425,14220,659,"Nível de apoio",4.43
202407,2024-07-01,2024,"NI",261958,225740,161790,100168,"Nível intermediário",38.24
202407,2024-07-01,2024,"NM",2381,2014,1805,576,"Nível médio",24.19
202407,2024-07-01,2024,"NS",434215,346725,290799,143416,"Nível superior",33.03
202408,2024-08-01,2024,"NA",14807,14356,14136,671,"Nível de apoio",4.53
202408,2024-08-01,2024,"NI",261737,225580,161483,100254,"Nível intermediário",38.3
202408,2024-08-01,2024,"NM",893,526,318,575,"Nível médio",64.39
202408,2024-08-01,2024,"NS",435622,348366,292355,143267,"Nível superior",32.89
202409,2024-09-01,2024,"NA",14720,14268,14046,674,"Nível de apoio",4.58
202409,2024-09-01,2024,"NI",261528,225413,161114,100414,"Nível intermediário",38.4
202409,2024-09-01,2024,"NM",769,402,300,469,"Nível médio",60.99
202409,2024-09-01,2024,"NS",435663,348701,292666,142997,"Nível superior",32.82
202410,2024-10-01,2024,"NA",14640,14188,13963,677,"Nível de apoio",4.62
202410,2024-10-01,2024,"NI",261265,225174,160763,100502,"Nível intermediário",38.47
202410,2024-10-01,2024,"NM",760,395,294,466,"Nível médio",61.32
202410,2024-10-01,2024,"NS",435556,348676,292594,142962,"Nível superior",32.82
202411,2024-11-01,2024,"NA",14582,14123,13895,687,"Nível de apoio",4.71
202411,2024-11-01,2024,"NI",260206,221082,160405,99801,"Nível intermediário",38.35
202411,2024-11-01,2024,"NM",752,381,282,470,"Nível médio",62.5
202411,2024-11-01,2024,"NS",436143,348669,292631,143512,"Nível superior",32.9
202412,2024-12-01,2024,"NA",14502,14040,13808,694,"Nível de apoio",4.79
202412,2024-12-01,2024,"NI",260043,220952,160158,99885,"Nível intermediário",38.41
202412,2024-12-01,2024,"NM",765,372,281,484,"Nível médio",63.27
202412,2024-12-01,2024,"NS",436102,348838,292871,143231,"Nível superior",32.84
202501,2025-01-01,2025,"NA",14466,14009,13761,705,"Nível de apoio",4.87
202501,2025-01-01,2025,"NI",259893,220833,159814,100079,"Nível intermediário",38.51
202501,2025-01-01,2025,"NM",764,391,278,486,"Nível médio",63.61
202501,2025-01-01,2025,"NS",436029,348953,292994,143035,"Nível superior",32.8
202502,2025-02-01,2025,"NA",14416,13959,13709,707,"Nível de apoio",4.9
202502,2025-02-01,2025,"NI",259745,220723,159541,100204,"Nível intermediário",38.58
202502,2025-02-01,2025,"NM",771,400,278,493,"Nível médio",63.94
202502,2025-02-01,2025,"NS",435965,349093,293178,142787,"Nível superior",32.75
202503,2025-03-01,2025,"NA",14365,13909,13656,709,"Nível de apoio",4.94
202503,2025-03-01,2025,"NI",259519,220160,159120,100399,"Nível intermediário",38.69
202503,2025-03-01,2025,"NM",759,398,280,479,"Nível médio",63.11
202503,2025-03-01,2025,"NS",435893,348759,293073,142820,"Nível superior",32.76
202508,2025-08-01,2025,"NA",14066,13613,13338,728,"Nível de apoio",5.18
202508,2025-08-01,2025,"NI",249037,215830,157023,92014,"Nível intermediário",36.95
202508,2025-08-01,2025,"NM",793,424,296,497,"Nível médio",62.67
202508,2025-08-01,2025,"NS",438473,352783,295317,143156,"Nível superior",32.65
202509,2025-09-01,2025,"NA",13981,13529,13261,720,"Nível de apoio",5.15
202509,2025-09-01,2025,"NI",248789,215626,156540,92249,"Nível intermediário",37.08
202509,2025-09-01,2025,"NM",799,428,300,499,"Nível médio",62.45
202509,2025-09-01,2025,"NS",438388,353212,295887,142501,"Nível superior",32.51
202510,2025-10-01,2025,"NA",13901,13451,13180,721,"Nível de apoio",5.19
202510,2025-10-01,2025,"NI",248562,215431,156016,92546,"Nível intermediário",37.23
202510,2025-10-01,2025,"NM",815,448,298,517,"Nível médio",63.44
202510,2025-10-01,2025,"NS",438326,355703,297265,141061,"Nível superior",32.18
202511,2025-11-01,2025,"NA",13836,13387,13112,724,"Nível de apoio",5.23
202511,2025-11-01,2025,"NI",248352,215255,155670,92682,"Nível intermediário",37.32
202511,2025-11-01,2025,"NM",821,456,296,525,"Nível médio",63.95
202511,2025-11-01,2025,"NS",438266,355750,297637,140629,"Nível superior",32.09
202512,2025-12-01,2025,"NA",13774,13326,13051,723,"Nível de apoio",5.25
202512,2025-12-01,2025,"NI",248165,214487,155153,93012,"Nível intermediário",37.48
202512,2025-12-01,2025,"NM",837,472,294,543,"Nível médio",64.87
202512,2025-12-01,2025,"NS",438223,355876,298477,139746,"Nível superior",31.89
202601,2026-01-01,2026,"NA",13722,13275,12998,724,"Nível de apoio",5.28
202601,2026-01-01,2026,"NI",248013,214348,154831,93182,"Nível intermediário",37.57
202601,2026-01-01,2026,"NM",841,476,294,547,"Nível médio",65.04
202601,2026-01-01,2026,"NS",438267,356749,299458,138809,"Nível superior",31.67
202602,2026-02-01,2026,"NA",13628,13182,12902,726,"Nível de apoio",5.33
202602,2026-02-01,2026,"NI",247956,214458,154862,93094,"Nível intermediário",37.54
202602,2026-02-01,2026,"NM",841,476,296,545,"Nível médio",64.8
202602,2026-02-01,2026,"NS",438293,357243,300408,137885,"Nível superior",31.46
202603,2026-03-01,2026,"NA",13576,13130,12848,728,"Nível de apoio",5.36
202603,2026-03-01,2026,"NI",247780,214300,154491,93289,"Nível intermediário",37.65
202603,2026-03-01,2026,"NM",839,476,296,543,"Nível médio",64.72
202603,2026-03-01,2026,"NS",438218,357142,300629,137589,"Nível superior",31.4
202604,2026-04-01,2026,"NA",13525,13079,12796,729,"Nível de apoio",5.39
202604,2026-04-01,2026,"NI",247602,214141,154149,93453,"Nível intermediário",37.74
202604,2026-04-01,2026,"NM",839,476,296,543,"Nível médio",64.72
202604,2026-04-01,2026,"NS",438324,357822,300764,137560,"Nível superior",31.38
202605,2026-05-01,2026,"NA",13478,13032,12749,729,"Nível de apoio",5.41
202605,2026-05-01,2026,"NI",247417,213867,153742,93675,"Nível intermediário",37.86
202605,2026-05-01,2026,"NM",837,474,292,545,"Nível médio",65.11
202605,2026-05-01,2026,"NS",438397,356672,301334,137063,"Nível superior",31.26
