"competencia","data","ano","entidade","entidade_nome","bloco","aprovada","distribuida","ocupada","vago","nunca_distribuido","vago_pos_distrib","taxa_vacancia"
201605,2016-05-01,2016,26267,"UNIV.FED. DA INTEGRACAO LATINO-AMERICANA","26267",940,876,855,85,64,21,9.04
201605,2016-05-01,2016,26268,"FUND. UNIVERSIDADE FEDERAL DE RONDONIA","26268",1370,1352,1297,73,18,55,5.33
201605,2016-05-01,2016,26269,"UNIVERSIDADE DO RIO DE JANEIRO","26269",2516,2205,2100,416,311,105,16.53
201605,2016-05-01,2016,26270,"FUNDACAO UNIVERSIDADE DO AMAZONAS","26270",3537,3439,3181,356,98,258,10.07
201605,2016-05-01,2016,26271,"FUNDACAO UNIVERSIDADE DE BRASILIA","26271",6119,5938,5646,473,181,292,7.73
201605,2016-05-01,2016,26272,"FUNDACAO UNIVERSIDADE DO MARANHAO","26272",3663,3568,3402,261,95,166,7.13
201605,2016-05-01,2016,26273,"UNIVERSIDADE FEDERAL DO RIO GRANDE","26273",2152,2081,2000,152,71,81,7.06
201605,2016-05-01,2016,26274,"FUNDACAO UNIV. FEDERAL DE UBERLANDIA","26274",5247,5170,5056,191,77,114,3.64
201605,2016-05-01,2016,26275,"UNIVERSIDADE FEDERAL DO ACRE","26275",1530,1473,1409,121,57,64,7.91
201605,2016-05-01,2016,26276,"UNIVERSIDADE FEDERAL DE MATO GROSSO","26276",3698,3568,3387,311,130,181,8.41
201605,2016-05-01,2016,26277,"FUNDACAO UNIV. FEDERAL DE OURO PRETO","26277",1810,1723,1652,158,87,71,8.73
201605,2016-05-01,2016,26278,"FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS","26278",2794,2772,2684,110,22,88,3.94
201605,2016-05-01,2016,26279,"UNIVERSIDADE FEDERAL DO PIAUI","26279",3131,3051,2977,154,80,74,4.92
201605,2016-05-01,2016,26280,"UNIVERSIDADE FEDERAL DE SAO CARLOS","26280",2381,2313,2252,129,68,61,5.42
201605,2016-05-01,2016,26281,"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","26281",3091,3022,2942,149,69,80,4.82
201605,2016-05-01,2016,26282,"UNIVERSIDADE FEDERAL DE VICOSA","26282",3732,3710,3602,130,22,108,3.48
201605,2016-05-01,2016,26283,"UNIV. FEDERAL DE MATO GROSSO DO SUL","26283",3607,3382,3374,233,225,8,6.46
201605,2016-05-01,2016,26284,"FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE","26284",569,559,537,32,10,22,5.62
201605,2016-05-01,2016,26285,"FUND. UNIVERSIDADE DE SAO JOAO DEL REI","26285",1460,1412,1336,124,48,76,8.49
201605,2016-05-01,2016,26286,"FUNDACAO UNVERSIDADE FEDERAL DO AMAPA","26286",1187,1098,1077,110,89,21,9.27
201605,2016-05-01,2016,26292,"FUNDACAO JOAQUIM NABUCO","26292",453,453,259,194,0,194,42.83
201605,2016-05-01,2016,26298,"FUND COORD APERF PESSOAL NIVEL SUPERIOR","26298",553,503,393,160,50,110,28.93
201605,2016-05-01,2016,26350,"FUND. UNIV FEDERAL DA GRANDE DOURADOS","26350",1586,1556,1492,94,30,64,5.93
201605,2016-05-01,2016,26351,"UNIV. FEDERAL DO RECONCAVO DA BAHIA","26351",1656,1506,1441,215,150,65,12.98
201605,2016-05-01,2016,26352,"FUNDACAO UNIVERSIDADE FEDERAL DO ABC","26352",1569,1395,1330,239,174,65,15.23
201605,2016-05-01,2016,26401,"INSTITUTO FEDERAL DO ACRE","26401",771,627,605,166,144,22,21.53
201605,2016-05-01,2016,26402,"INSTITUTO FEDERAL DE ALAGOAS","26402",1786,1565,1510,276,221,55,15.45
201605,2016-05-01,2016,26403,"INSTITUTO FEDERAL DO AMAZONAS","26403",1953,1781,1754,199,172,27,10.19
201605,2016-05-01,2016,26404,"INSTITUTO FEDERAL BAIANO","26404",1725,1211,1165,560,514,46,32.46
201605,2016-05-01,2016,26405,"INSTITUTO FEDERAL DO CEARA","26405",3534,2867,2702,832,667,165,23.54
201605,2016-05-01,2016,26406,"INSTITUTO FEDERAL DO ESPIRITO SANTO","26406",2826,2715,2669,157,111,46,5.56
201605,2016-05-01,2016,26407,"INSTITUTO FEDERAL GOIANO","26407",1310,1294,1269,41,16,25,3.13
201605,2016-05-01,2016,26408,"INSTITUTO FEDERAL DO MARANHAO","26408",3206,2667,2584,622,539,83,19.4
201605,2016-05-01,2016,26409,"INSTITUTO FEDERAL DE MINAS GERAIS","26409",1779,1580,1532,247,199,48,13.88
201605,2016-05-01,2016,26410,"INSTITUTO FED. DO NORTE DE MINAS GERAIS","26410",1316,1245,1196,120,71,49,9.12
201605,2016-05-01,2016,26411,"INSTITUTO FED.DO SUDESTE DE MINAS GERAIS","26411",1249,1181,1163,86,68,18,6.89
201605,2016-05-01,2016,26412,"INSTITUTO FEDERAL DO SUL DE MINAS GERAIS","26412",1110,1080,1062,48,30,18,4.32
201605,2016-05-01,2016,26413,"INSTITUTO FEDERAL DO TRIANGULO MINEIRO","26413",1127,1059,1034,93,68,25,8.25
201605,2016-05-01,2016,26414,"INSTITUTO FEDERAL DE MATO GROSSO","26414",1909,1829,1780,129,80,49,6.76
201605,2016-05-01,2016,26415,"INSTITUTO FEDERAL DE MATO GROSSO DO SUL","26415",1094,822,789,305,272,33,27.88
201605,2016-05-01,2016,26416,"INSTITUTO FEDERAL DO PARA","26416",2136,1656,1585,551,480,71,25.8
201605,2016-05-01,2016,26417,"INSTITUTO FEDERAL DA PARAIBA","26417",2278,2207,2164,114,71,43,5
201605,2016-05-01,2016,26418,"INSTITUTO FEDERAL DE PERNAMBUCO","26418",2249,2132,2072,177,117,60,7.87
201605,2016-05-01,2016,26419,"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","26419",1853,1755,1716,137,98,39,7.39
201605,2016-05-01,2016,26420,"INSTITUTO FEDERAL FARROUPILHA","26420",1372,1309,1285,87,63,24,6.34
201605,2016-05-01,2016,26421,"INSTITUTO FEDERAL DE RONDONIA","26421",1165,1138,960,205,27,178,17.6
201605,2016-05-01,2016,26422,"INSTITUTO FEDERAL CATARINENSE","26422",1798,1755,1572,226,43,183,12.57
201605,2016-05-01,2016,26423,"INSTITUTO FEDERAL DE SERGIPE","26423",1237,1110,1066,171,127,44,13.82
201605,2016-05-01,2016,26424,"INSTITUTO FEDERAL DO TOCANTINS","26424",1217,1191,1147,70,26,44,5.75
201605,2016-05-01,2016,26426,"INSTITUTO FEDERAL DO AMAPA","26426",597,397,358,239,200,39,40.03
201605,2016-05-01,2016,26427,"INSTITUTO FEDERAL DA BAHIA","26427",2995,2572,2485,510,423,87,17.03
201605,2016-05-01,2016,26428,"INSTITUTO FEDERAL DE BRASILIA","26428",1124,1010,978,146,114,32,12.99
201605,2016-05-01,2016,26429,"INSTITUTO FEDERAL DE GOIAS","26429",2062,2002,1929,133,60,73,6.45
201605,2016-05-01,2016,26430,"INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO","26430",1026,980,867,159,46,113,15.5
201605,2016-05-01,2016,26431,"INSTITUTO FEDERAL DO PIAUI","26431",2213,2085,1985,228,128,100,10.3
201605,2016-05-01,2016,26432,"INSTITUTO FEDERAL DO PARANA","26432",2116,1826,1778,338,290,48,15.97
201605,2016-05-01,2016,26433,"INSTITUTO FEDERAL DO RIO DE JANEIRO","26433",1968,1791,1728,240,177,63,12.2
201605,2016-05-01,2016,26434,"INSTITUTO FEDERAL FLUMINENSE","26434",1711,1698,1672,39,13,26,2.28
201605,2016-05-01,2016,26435,"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","26435",2691,2624,2554,137,67,70,5.09
201605,2016-05-01,2016,26436,"INSTITUTO FEDERAL SUL RIO-GRANDENSE","26436",1730,1713,1666,64,17,47,3.7
201605,2016-05-01,2016,26437,"INSTITUTO FEDERAL DE RORAIMA","26437",692,667,645,47,25,22,6.79
201605,2016-05-01,2016,26438,"INSTITUTO FEDERAL DE SANTA CATARINA","26438",2606,2493,2410,196,113,83,7.52
201605,2016-05-01,2016,26439,"INSTITUTO FEDERAL DE SAO PAULO","26439",4318,3899,3627,691,419,272,16
201605,2016-05-01,2016,26440,"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","26440",1384,1326,1299,85,58,27,6.14
201605,2016-05-01,2016,26441,"UNIVERSIDADE FEDERAL DO OESTE DO PARA","26441",1132,994,941,191,138,53,16.87
201605,2016-05-01,2016,26442,"UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA","26442",754,581,553,201,173,28,26.66
201605,2016-05-01,2016,26447,"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA","26447",569,439,422,147,130,17,25.83
201605,2016-05-01,2016,26448,"UNIVERSIDADE FED. SUL SUDESTE DO PARA","26448",642,488,472,170,154,16,26.48
201605,2016-05-01,2016,26450,"UNIVERSIDADE FEDERAL DO SUL DA BAHIA","26450",404,378,339,65,26,39,16.09
201605,2016-05-01,2016,30202,"FUNDACAO NACIONAL DOS POVOS INDIGENAS","30202",5670,3184,2176,3494,2486,1008,61.62
201605,2016-05-01,2016,30203,"INST.NAC.METROLOGIA,NORM.E QUAL.INDL.","30203",1964,1346,915,1049,618,431,53.41
201605,2016-05-01,2016,30204,"INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL","30204",1858,1207,938,920,651,269,49.52
201605,2016-05-01,2016,30802,"DEPTO. DE POLICIA RODOVIARIA FEDERAL","30802",13978,13540,10782,3196,438,2758,22.86
201605,2016-05-01,2016,32000,"MINISTERIO DE MINAS E ENERGIA","32000",905,905,266,639,0,639,70.61
201605,2016-05-01,2016,32200,"AGENCIA NACIONAL DE ENERGIA ELETRICA","32200",781,781,643,138,0,138,17.67
201605,2016-05-01,2016,32300,"AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI","32300",836,804,736,100,32,68,11.96
201605,2016-05-01,2016,33206,"SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR","33206",232,160,90,142,72,70,61.21
201605,2016-05-01,2016,35000,"MINISTERIO DAS RELACOES EXTERIORES","35000",5376,4020,3097,2279,1356,923,42.39
201605,2016-05-01,2016,35201,"FUNDACAO ALEXANDRE DE GUSMAO","35201",86,77,53,33,9,24,38.37
201605,2016-05-01,2016,36201,"FUNDACAO OSWALDO CRUZ","36201",6896,6512,5434,1462,384,1078,21.2
201605,2016-05-01,2016,36205,"FUNDACAO NACIONAL DE SAUDE","36205",20935,20923,7057,13878,12,13866,66.29
201605,2016-05-01,2016,36207,"AGENCIA NACIONAL DE VIGILANCIA SANITARIA","36207",2114,2021,1985,129,93,36,6.1
201605,2016-05-01,2016,36208,"AGENCIA NACIONAL DE SAUDE SUPLEMENTAR","36208",715,606,570,145,109,36,20.28
201605,2016-05-01,2016,37000,"DEFENSORIA PUBLICA DA UNIAO","37000",2004,1032,952,1052,972,80,52.5
201605,2016-05-01,2016,38000,"CONSELHO ADMINIST.DE DEFESA ECONOMICA","38000",53,51,41,12,2,10,22.64
201605,2016-05-01,2016,39250,"AGENCIA NAC. DE TRANSPORTES TERRESTRES","39250",1833,1294,1129,704,539,165,38.41
201605,2016-05-01,2016,39251,"AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS","39251",496,461,416,80,35,45,16.13
201605,2016-05-01,2016,39252,"DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.","39252",4433,3548,2880,1553,885,668,35.03
201605,2016-05-01,2016,40100,"Min. da Integração e Desenv. Regional","40112",798,617,397,401,181,220,50.25
201605,2016-05-01,2016,40108,"MINISTERIO CIENCIA TECNOLOGIA INOVA","40108",5285,4751,3640,1645,534,1111,31.13
201605,2016-05-01,2016,40115,"Ministério da Defesa","40105",3123,2780,1789,1334,343,991,42.72
201605,2016-05-01,2016,40116,"Advocacia-Geral da União","40106",8795,8722,7215,1580,73,1507,17.96
201605,2016-05-01,2016,40202,"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA","40202",198,198,147,51,0,51,25.76
201605,2016-05-01,2016,40211,"Ministério do Meio Ambiente","40111",984,973,754,230,11,219,23.37
201605,2016-05-01,2016,40301,"COMISSAO NACIONAL DE ENERGIA NUCLEAR","40301",3385,2898,2087,1298,487,811,38.35
201605,2016-05-01,2016,40403,"Fundação Casa de Rui Barbosa","40403",159,156,123,36,3,33,22.64
201605,2016-05-01,2016,40408,"FUNDACAO CULTURAL PALMARES","40408",28,28,27,1,0,1,3.57
201605,2016-05-01,2016,40501,"CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO","40501",1109,913,534,575,196,379,51.85
201605,2016-05-01,2016,40603,"SUPERINTENDENCIA ZONA FRANCA DE MANAUS","40603",634,607,544,90,27,63,14.2
201605,2016-05-01,2016,40604,"INSTITUTO BRASILEIRO DE TURISMO","40604",310,305,130,180,5,175,58.06
201605,2016-05-01,2016,40701,"INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS","40701",6497,6497,3701,2796,0,2796,43.04
201605,2016-05-01,2016,40801,"GOVERNO DO EX-TERRITORIO DO AMAPA","40801",5603,5602,5431,172,1,171,3.07
201605,2016-05-01,2016,40802,"GOVERNO DO EX-TERRITORIO DO ACRE","40802",1,1,0,1,0,1,100
201605,2016-05-01,2016,40803,"GOVERNO DO EX-TERRITORIO DE RONDONIA","40803",2332,2332,2170,162,0,162,6.95
201605,2016-05-01,2016,40804,"GOVERNO DO EX-TERRITORIO DE RORAIMA","40804",4520,4520,4360,160,0,160,3.54
201605,2016-05-01,2016,41231,"AGENCIA NACIONAL DE TELECOMUNICACOES","41231",1849,1647,1455,394,202,192,21.31
201605,2016-05-01,2016,42201,"INSTITUTO NAC. DE COLONIZ E REF AGRARIA","42201",9398,6848,4812,4586,2550,2036,48.8
201605,2016-05-01,2016,42204,"DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS","42204",2889,2888,1478,1411,1,1410,48.84
201605,2016-05-01,2016,42207,"INSTITUTO BRASILEIRO DE MUSEUS","42207",843,692,547,296,151,145,35.11
201605,2016-05-01,2016,44205,"AGENCIA NACIONAL DE AGUAS","44205",399,369,300,99,30,69,24.81
201605,2016-05-01,2016,44206,"INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ","44206",235,234,170,65,1,64,27.66
201605,2016-05-01,2016,44207,"INSTITUTO CHICO MENDES CONSERV.BIODIVER.","44207",2910,2265,1840,1070,645,425,36.77
201605,2016-05-01,2016,45203,"COMISSAO DE VALORES MOBILIARIOS","45203",607,592,499,108,15,93,17.79
201605,2016-05-01,2016,45205,"FUND. INST. BRASIL. GEOG. E ESTATISTICA","45205",11530,11530,5471,6059,0,6059,52.55
201605,2016-05-01,2016,45206,"INSTITUTO DE PESQUISA ECONOMICA APLICADA","45206",1018,1018,421,597,0,597,58.64
201605,2016-05-01,2016,45208,"SUPERINTENDENCIA DE SEGUROS PRIVADOS","45208",828,535,377,451,293,158,54.47
201605,2016-05-01,2016,49000,"MINISTERIO DA INFRAESTRUTURA","49000",1230,1174,629,601,56,545,48.86
201605,2016-05-01,2016,52201,"AGENCIA NACIONAL DE AVIACAO CIVIL","52201",1890,1476,1272,618,414,204,32.7
201605,2016-05-01,2016,53202,"SUPERINTENDENCIA DO DESENV. DA AMAZONIA","53202",224,212,206,18,12,6,8.04
201605,2016-05-01,2016,53203,"SUPERINTENDENCIA DO DESENV. DO NORDESTE","53203",253,229,208,45,24,21,17.79
201605,2016-05-01,2016,53297,"SUP.DE DESENVOLVIMENTO DO CENTRO OESTE","53297",100,100,86,14,0,14,14
201605,2016-05-01,2016,54000,"MINISTERIO DO TURISMO","54000",313,293,204,109,20,89,34.82
201605,2016-05-01,2016,55000,"MINISTERIO DA CIDADANIA","55000",907,637,334,573,270,303,63.18
201605,2016-05-01,2016,57201,"FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO","57201",513,379,279,234,134,100,45.61
201605,2016-05-01,2016,57202,"INSTITUTO NACIONAL DE SEGURO SOCIAL","57202",56450,54895,36960,19490,1555,17935,34.53
201605,2016-05-01,2016,70000,"COMANDO DA MARINHA","70000",12385,11409,5067,7318,976,6342,59.09
201605,2016-05-01,2016,98000,"ORGAO CENTRAL DO SIPEC","98000",6887,0,0,6887,6887,0,100
201606,2016-06-01,2016,13100,"Min. do Desenv. Agrário e Agric. Familiar","42000",616,247,180,436,369,67,70.78
201606,2016-06-01,2016,13300,"Ministério da Agricultura e Pecuária","13000",14528,14014,9581,4947,514,4433,34.05
201606,2016-06-01,2016,15000,"MINISTERIO DA EDUCACAO","15000",41151,2332,989,40162,38819,1343,97.6
201606,2016-06-01,2016,16000,"COMANDO DO EXERCITO","16000",12150,12148,5909,6241,2,6239,51.37
201606,2016-06-01,2016,16100,"FUNDACAO OSORIO","16100",130,130,66,64,0,64,49.23
201606,2016-06-01,2016,17000,"MINISTERIO DA ECONOMIA","economico",57155,55048,31320,25835,2107,23728,45.2
201606,2016-06-01,2016,20000,"MINIST. DA JUSTICA E SEGURANCA PUBLICA","20000",3891,3067,2193,1698,824,874,43.64
201606,2016-06-01,2016,20101,"PRESIDENCIA DA REPUBLICA","20101",494,472,332,162,22,140,32.79
201606,2016-06-01,2016,20102,"VICE-PRESIDENCIA DA REPUBLICA","20102",3,3,0,3,0,3,100
201606,2016-06-01,2016,20114,"AGENCIA BRASILEIRA DE INTELIGENCIA","20114",128,107,58,70,21,49,54.69
201606,2016-06-01,2016,20115,"DEPARTAMENTO DE POLICIA FEDERAL","20115",17942,17546,13976,3966,396,3570,22.1
201606,2016-06-01,2016,20224,"AGENCIA NACIONAL DO CINEMA","20224",363,363,349,14,0,14,3.86
201606,2016-06-01,2016,21000,"COMANDO DA AERONAUTICA","21000",10655,9691,5153,5502,964,4538,51.64
201606,2016-06-01,2016,21201,"CAIXA DE FINANCIAMENTO IMOB.AERONAUTICA","21201",6,6,1,5,0,5,83.33
201606,2016-06-01,2016,21300,"AGENCIA ESPACIAL BRASILEIRA","21300",255,255,14,241,0,241,94.51
201606,2016-06-01,2016,24203,"FUNDACAO NACIONAL DE ARTES","24203",524,524,264,260,0,260,49.62
201606,2016-06-01,2016,24204,"INSTITUTO DO PATR.HIST.E ART. NACIONAL","24204",1265,1264,748,517,1,516,40.87
201606,2016-06-01,2016,24205,"FUNDACAO BIBLIOTECA NACIONAL","24205",543,543,359,184,0,184,33.89
201606,2016-06-01,2016,25000,"MINISTERIO DA SAUDE","25000",110769,105419,64381,46388,5350,41038,41.88
201606,2016-06-01,2016,26104,"INSTITUTO NACIONAL DE EDUCACAO DE SURDOS","26104",507,506,430,77,1,76,15.19
201606,2016-06-01,2016,26105,"INSTITUTO BENJAMIN CONSTANT","26105",284,273,247,37,11,26,13.03
201606,2016-06-01,2016,26106,"FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO","26106",1127,1127,579,548,0,548,48.62
201606,2016-06-01,2016,26107,"INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS","26107",619,534,417,202,85,117,32.63
201606,2016-06-01,2016,26201,"COLEGIO PEDRO II","26201",2246,2242,2211,35,4,31,1.56
201606,2016-06-01,2016,26230,"FUND.UNIV.FED.DO VALE DO SAO FRANCISCO","26230",974,887,875,99,87,12,10.16
201606,2016-06-01,2016,26231,"UNIVERSIDADE FEDERAL DE ALAGOAS","26231",3542,3419,3279,263,123,140,7.43
201606,2016-06-01,2016,26232,"UNIVERSIDADE FEDERAL DA BAHIA","26232",6052,6030,5544,508,22,486,8.39
201606,2016-06-01,2016,26233,"UNIVERSIDADE FEDERAL DO CEARA","26233",6471,6291,5993,478,180,298,7.39
201606,2016-06-01,2016,26234,"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO","26234",4092,4047,3834,258,45,213,6.3
201606,2016-06-01,2016,26235,"UNIVERSIDADE FEDERAL DE GOIAS","26235",5316,5163,4937,379,153,226,7.13
201606,2016-06-01,2016,26236,"UNIVERSIDADE FEDERAL FLUMINENSE","26236",7834,7765,7427,407,69,338,5.2
201606,2016-06-01,2016,26237,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","26237",3330,3241,3122,208,89,119,6.25
201606,2016-06-01,2016,26238,"UNIVERSIDADE FEDERAL DE MINAS GERAIS","26238",7905,7870,7538,367,35,332,4.64
201606,2016-06-01,2016,26239,"UNIVERSIDADE FEDERAL DO PARA","26239",5508,5289,5070,438,219,219,7.95
201606,2016-06-01,2016,26240,"UNIVERSIDADE FEDERAL DA PARAIBA","26240",6561,6459,6049,512,102,410,7.8
201606,2016-06-01,2016,26241,"UNIVERSIDADE FEDERAL DO PARANA","26241",6546,6478,6247,299,68,231,4.57
201606,2016-06-01,2016,26242,"UNIVERSIDADE FEDERAL DE PERNAMBUCO","26242",7015,6902,6653,362,113,249,5.16
201606,2016-06-01,2016,26243,"UNIVERSIDADE FED. DO RIO GRANDE DO NORTE","26243",5799,5749,5468,331,50,281,5.71
201606,2016-06-01,2016,26244,"UNIVERSIDADE FED. DO RIO GRANDE DO SUL","26244",5754,5649,5472,282,105,177,4.9
201606,2016-06-01,2016,26245,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO","26245",14102,14022,13446,656,80,576,4.65
201606,2016-06-01,2016,26246,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","26246",5997,5889,5576,421,108,313,7.02
201606,2016-06-01,2016,26247,"UNIVERSIDADE FEDERAL DE SANTA MARIA","26247",4855,4765,4574,281,90,191,5.79
201606,2016-06-01,2016,26248,"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO","26248",2445,2387,2288,157,58,99,6.42
201606,2016-06-01,2016,26249,"UNIV. FEDERAL RURAL DO RIO DE JANEIRO","26249",2535,2497,2425,110,38,72,4.34
201606,2016-06-01,2016,26250,"UNIVERSIDADE FEDERAL DE RORAIMA","26250",1075,1009,962,113,66,47,10.51
201606,2016-06-01,2016,26251,"FUNDACAO UNIVERSIDADE FED. DO TOCANTINS","26251",1988,1893,1852,136,95,41,6.84
201606,2016-06-01,2016,26252,"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE","26252",3203,3096,2939,264,107,157,8.24
201606,2016-06-01,2016,26253,"UNIVERSIDADE FEDERAL RURAL DA AMAZONIA","26253",1211,844,805,406,367,39,33.53
201606,2016-06-01,2016,26254,"UNIVERSIDADE FED.DO TRIANGULO MINEIRO","26254",2261,2140,2072,189,121,68,8.36
201606,2016-06-01,2016,26255,"UNI.FED.VALES DO JEQUITINHONHA E MUCURI","26255",1479,1298,1249,230,181,49,15.55
201606,2016-06-01,2016,26256,"CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA","26256",1624,1541,1500,124,83,41,7.64
201606,2016-06-01,2016,26257,"CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS","26257",1681,1661,1613,68,20,48,4.05
201606,2016-06-01,2016,26258,"UNIVERS. TECNOLOGICA FEDERAL DO PARANA","26258",3841,3768,3665,176,73,103,4.58
201606,2016-06-01,2016,26260,"UNIVERSIDADE FEDERAL DE ALFENAS","26260",916,867,839,77,49,28,8.41
201606,2016-06-01,2016,26261,"UNIVERSIDADE FEDERAL DE ITAJUBA","26261",898,888,860,38,10,28,4.23
201606,2016-06-01,2016,26262,"UNIVERSIDADE FEDERAL DE SAO PAULO","26262",5916,5731,5409,507,185,322,8.57
201606,2016-06-01,2016,26263,"UNIVERSIDADE FEDERAL DE LAVRAS","26263",1320,1268,1228,92,52,40,6.97
201606,2016-06-01,2016,26264,"UNIVERSIDADE FED. RURAL DO SEMI-ARIDO","26264",1278,1195,1175,103,83,20,8.06
201606,2016-06-01,2016,26266,"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA","26266",1791,1691,1669,122,100,22,6.81
201606,2016-06-01,2016,26267,"UNIV.FED. DA INTEGRACAO LATINO-AMERICANA","26267",940,880,859,81,60,21,8.62
201606,2016-06-01,2016,26268,"FUND. UNIVERSIDADE FEDERAL DE RONDONIA","26268",1370,1351,1296,74,19,55,5.4
201606,2016-06-01,2016,26269,"UNIVERSIDADE DO RIO DE JANEIRO","26269",2516,2208,2095,421,308,113,16.73
201606,2016-06-01,2016,26270,"FUNDACAO UNIVERSIDADE DO AMAZONAS","26270",3537,3443,3179,358,94,264,10.12
201606,2016-06-01,2016,26271,"FUNDACAO UNIVERSIDADE DE BRASILIA","26271",6119,5950,5658,461,169,292,7.53
201606,2016-06-01,2016,26272,"FUNDACAO UNIVERSIDADE DO MARANHAO","26272",3664,3576,3409,255,88,167,6.96
201606,2016-06-01,2016,26273,"UNIVERSIDADE FEDERAL DO RIO GRANDE","26273",2149,2092,2009,140,57,83,6.51
201606,2016-06-01,2016,26274,"FUNDACAO UNIV. FEDERAL DE UBERLANDIA","26274",5246,5173,5063,183,73,110,3.49
201606,2016-06-01,2016,26275,"UNIVERSIDADE FEDERAL DO ACRE","26275",1530,1474,1410,120,56,64,7.84
201606,2016-06-01,2016,26276,"UNIVERSIDADE FEDERAL DE MATO GROSSO","26276",3698,3590,3392,306,108,198,8.27
201606,2016-06-01,2016,26277,"FUNDACAO UNIV. FEDERAL DE OURO PRETO","26277",1810,1725,1649,161,85,76,8.9
201606,2016-06-01,2016,26278,"FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS","26278",2794,2772,2690,104,22,82,3.72
201606,2016-06-01,2016,26279,"UNIVERSIDADE FEDERAL DO PIAUI","26279",3130,3055,2972,158,75,83,5.05
201606,2016-06-01,2016,26280,"UNIVERSIDADE FEDERAL DE SAO CARLOS","26280",2380,2314,2239,141,66,75,5.92
201606,2016-06-01,2016,26281,"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","26281",3090,3026,2946,144,64,80,4.66
201606,2016-06-01,2016,26282,"UNIVERSIDADE FEDERAL DE VICOSA","26282",3724,3703,3595,129,21,108,3.46
201606,2016-06-01,2016,26283,"UNIV. FEDERAL DE MATO GROSSO DO SUL","26283",3606,3376,3366,240,230,10,6.66
201606,2016-06-01,2016,26284,"FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE","26284",569,559,539,30,10,20,5.27
201606,2016-06-01,2016,26285,"FUND. UNIVERSIDADE DE SAO JOAO DEL REI","26285",1460,1411,1329,131,49,82,8.97
201606,2016-06-01,2016,26286,"FUNDACAO UNVERSIDADE FEDERAL DO AMAPA","26286",1187,1099,1079,108,88,20,9.1
201606,2016-06-01,2016,26292,"FUNDACAO JOAQUIM NABUCO","26292",453,453,259,194,0,194,42.83
201606,2016-06-01,2016,26298,"FUND COORD APERF PESSOAL NIVEL SUPERIOR","26298",553,503,392,161,50,111,29.11
201606,2016-06-01,2016,26350,"FUND. UNIV FEDERAL DA GRANDE DOURADOS","26350",1585,1557,1496,89,28,61,5.62
201606,2016-06-01,2016,26351,"UNIV. FEDERAL DO RECONCAVO DA BAHIA","26351",1656,1527,1459,197,129,68,11.9
201606,2016-06-01,2016,26352,"FUNDACAO UNIVERSIDADE FEDERAL DO ABC","26352",1569,1395,1332,237,174,63,15.11
201606,2016-06-01,2016,26401,"INSTITUTO FEDERAL DO ACRE","26401",814,624,601,213,190,23,26.17
201606,2016-06-01,2016,26402,"INSTITUTO FEDERAL DE ALAGOAS","26402",1871,1567,1512,359,304,55,19.19
201606,2016-06-01,2016,26403,"INSTITUTO FEDERAL DO AMAZONAS","26403",1953,1794,1764,189,159,30,9.68
201606,2016-06-01,2016,26404,"INSTITUTO FEDERAL BAIANO","26404",1942,1212,1165,777,730,47,40.01
201606,2016-06-01,2016,26405,"INSTITUTO FEDERAL DO CEARA","26405",3884,2869,2722,1162,1015,147,29.92
201606,2016-06-01,2016,26406,"INSTITUTO FEDERAL DO ESPIRITO SANTO","26406",2859,2730,2692,167,129,38,5.84
201606,2016-06-01,2016,26407,"INSTITUTO FEDERAL GOIANO","26407",1310,1296,1275,35,14,21,2.67
