"competencia","data","ano","nome_cargo","nivel","ocupada","aprovada","orgaos"
202308,2023-08-01,2023,"ARTIFICE I","NI",1,1,1
202308,2023-08-01,2023,"ARTIFICE II","NI",2,2,2
202308,2023-08-01,2023,"ASCENSORISTA","NI",34,34,6
202308,2023-08-01,2023,"ASSESSOR DE PLANEJAMENTO","NS",1,1,1
202308,2023-08-01,2023,"ASSESSOR TECNICO","NS",3,3,3
202308,2023-08-01,2023,"ASSIST DE DISTRIBUICAO II","NI",3,3,1
202308,2023-08-01,2023,"ASSIST TECNICO DE ENSINO","NI",9,9,2
202308,2023-08-01,2023,"ASSIST TECNICO OPERACIONAL","NI",1,1,1
202308,2023-08-01,2023,"ASSISTENTE ADMINISTRATIVO","NI",137,137,9
202308,2023-08-01,2023,"ASSISTENTE ADMINISTRATIVO III","NI",1,1,1
202308,2023-08-01,2023,"ASSISTENTE ADMINISTRTIVO","NI",1,1,1
202308,2023-08-01,2023,"ASSISTENTE DE ADMINISTRACAO","NI",401,401,18
202308,2023-08-01,2023,"ASSISTENTE DE ALUNO","NI",3,3,1
202308,2023-08-01,2023,"ASSISTENTE DE ALUNOS","NI",2,2,1
202308,2023-08-01,2023,"ASSISTENTE DE CAMERA","NA",5,5,3
202308,2023-08-01,2023,"ASSISTENTE DE DISTRIBUICAO I","NA",1,1,1
202308,2023-08-01,2023,"ASSISTENTE DE EDITORACAO","NI",1,1,1
202308,2023-08-01,2023,"ASSISTENTE DE ESTUDIO","NI",1,1,1
202308,2023-08-01,2023,"ASSISTENTE DE MONTAGEM","NA",1,1,1
202308,2023-08-01,2023,"ASSISTENTE DE PESQUISA","NS",1,1,1
202308,2023-08-01,2023,"ASSISTENTE DE PRODUCAO","NS",13,13,3
202308,2023-08-01,2023,"ASSISTENTE DE SECRETARIA I","NI",1,1,1
202308,2023-08-01,2023,"ASSISTENTE DE SECRETARIA II","NI",8,8,2
202308,2023-08-01,2023,"ASSISTENTE DE SECRETARIA III","NI",7,7,3
202308,2023-08-01,2023,"ASSISTENTE DE SOM","NA",9,9,8
202308,2023-08-01,2023,"ASSISTENTE FINANCEIRO","NI",6,6,1
202308,2023-08-01,2023,"ASSISTENTE JURIDICO","NS",1,1,1
202308,2023-08-01,2023,"ASSISTENTE PESQUISA E TECNOLOGIA I","NI",1,1,1
202308,2023-08-01,2023,"ASSISTENTE SINDICAL","NI",17,17,2
202308,2023-08-01,2023,"ASSISTENTE SOCIAL","NS",79,86,3
202308,2023-08-01,2023,"ASSISTENTE TECNICO","NI",23,23,3
202308,2023-08-01,2023,"ASSISTENTE TECNICO ADMINISTRATIVO","NS",1,1,1
202308,2023-08-01,2023,"ASSISTENTE TECNICO DE PRODUCAO","NI",2,2,1
202308,2023-08-01,2023,"ATENDENTE","NI",512,512,7
202308,2023-08-01,2023,"ATENDENTE DE CONSULTORIO-AREA","NA",63,63,22
202308,2023-08-01,2023,"ATENDENTE DE ENFERMAGEM","NA",50,50,7
202308,2023-08-01,2023,"ATENDENTE DE ENFERMAGEM","NI",14,14,1
202308,2023-08-01,2023,"AUD FEDERAL FIN E CONTROLE - (EX-TER)","NS",9,10,3
202308,2023-08-01,2023,"AUDITOR","NS",16,16,8
202308,2023-08-01,2023,"AUTOR ROTEIRISTA","NS",2,2,2
202308,2023-08-01,2023,"AUX DE ADMINISTRACAO","NI",1,1,1
202308,2023-08-01,2023,"AUX DE IND E CONSERV DE ALIMENTOS","NA",12,12,7
202308,2023-08-01,2023,"AUX DE PROCES DADOS","NI",1,1,1
202308,2023-08-01,2023,"AUX DE PROCES DE DADOS","NI",1,1,1
202308,2023-08-01,2023,"AUX DE PROCESSAMENTO DE DADOS","NA",6,6,5
202308,2023-08-01,2023,"AUX DE PROCESSAMENTO DE DADOS","NI",1,1,1
202308,2023-08-01,2023,"AUX DE SERVICOS DIVERSOS","NA",39,39,2
202308,2023-08-01,2023,"AUX DE SERVICOS DIVERSOS","NI",4,4,3
202308,2023-08-01,2023,"AUX DE SERVICOS FLUVIAIS","NA",1,1,1
202308,2023-08-01,2023,"AUX DE SERVICOS GERAIS","NA",125,125,4
202308,2023-08-01,2023,"AUX DE SERVICOS GERAIS","NI",140,140,10
202308,2023-08-01,2023,"AUX DE SERVICOS GRAFICOS","NI",1,1,1
202308,2023-08-01,2023,"AUX DE TRANSP MARITIMO E FLUVIAL","NA",5,5,2
202308,2023-08-01,2023,"AUX DE TRANSPORTE MARIT E FLUVIAL","NA",6,6,1
202308,2023-08-01,2023,"AUX EM ASSUNTOS CULTURAIS","NI",2,2,2
202308,2023-08-01,2023,"AUX EM ASSUNTOS EDUCACIONAIS","NI",34,34,11
202308,2023-08-01,2023,"AUX EM CONSERVACAO RESTAURACAO III","NI",1,1,1
202308,2023-08-01,2023,"AUX EM PROGRAMACAO VISUAL III","NI",1,1,1
202308,2023-08-01,2023,"AUX EM TRANSP MARITIMO E FLUVIAL","NA",5,5,3
202308,2023-08-01,2023,"AUX EXEC EM METROLOGIA E QUALIDADE","NA",5,5,1
202308,2023-08-01,2023,"AUX OPER PERITO CRIM CIVIL ESPECIAL","NI",7,7,2
202308,2023-08-01,2023,"AUX OPERAC ASSUNTOS CULTURAIS","NA",1,1,1
202308,2023-08-01,2023,"AUX OPERAC CINEFOT MICROFILMAGEM","NA",2,2,1
202308,2023-08-01,2023,"AUX OPERAC DE SERV DE ENGENHARIA","NA",75,75,1
202308,2023-08-01,2023,"AUX OPERAC DE SERV DIV DE SAUDE","NI",22,22,1
202308,2023-08-01,2023,"AUX OPERAC DE SERV DIVERSOS","NI",940,940,22
202308,2023-08-01,2023,"AUX OPERAC DE SERV ENGENHARIA","NA",3,3,3
202308,2023-08-01,2023,"AUX OPERAC DE SERVICOS DIVERSOS","NI",1,1,1
202308,2023-08-01,2023,"AUX OPERAC ESPECIALIZADO","NA",1,1,1
202308,2023-08-01,2023,"AUX OPERAC SER DIVERSOS SAUDE","NI",1,1,1
202308,2023-08-01,2023,"AUX OPERAC SERV DIVERSOS","NA",1297,1299,22
202308,2023-08-01,2023,"AUX OPERAC SERVICOS DIVERSOS","NA",4,4,2
202308,2023-08-01,2023,"AUX OPERAC SERVICOS DIVERSOS","NI",1195,1195,7
202308,2023-08-01,2023,"AUX OPERACIONAL AGROPECUARIA","NA",2,2,1
202308,2023-08-01,2023,"AUX OPERACIONAL SERV DIVERSOS","NA",79,79,2
202308,2023-08-01,2023,"AUX OPERACIONAL SERVICOS DIVERSOS","NA",89,89,5
202308,2023-08-01,2023,"AUX OPERACIONAL SERVICOS DIVERSOS","NI",60,60,2
202308,2023-08-01,2023,"AUX PRESERV DEFESA AMBIENTAL","NA",9,9,2
202308,2023-08-01,2023,"AUX TECNICO DA PRODUCAO A","NI",14,14,2
202308,2023-08-01,2023,"AUX TECNICO DA PRODUCAO B","NI",5,5,1
202308,2023-08-01,2023,"AUX TECNICO DE PRODUCAO","NI",1,1,1
202308,2023-08-01,2023,"AUXIL OPERAC SERVICOS DIVERSOS","NI",5,5,1
202308,2023-08-01,2023,"AUXILIAR ADMINISTRATIVO","NA",71,71,6
202308,2023-08-01,2023,"AUXILIAR ADMINISTRATIVO","NI",199,199,19
202308,2023-08-01,2023,"AUXILIAR DE ADMINISTRACAO","NI",252,252,13
202308,2023-08-01,2023,"AUXILIAR DE AGROPECUARIA","NA",605,605,63
202308,2023-08-01,2023,"AUXILIAR DE ANATOMIA E NECROPSIA","NA",26,26,15
202308,2023-08-01,2023,"AUXILIAR DE APOIO OPERACIONAL","NA",1,1,1
202308,2023-08-01,2023,"AUXILIAR DE ARTES GRAFICAS","NA",33,33,17
202308,2023-08-01,2023,"AUXILIAR DE ARTIFICE","NA",250,253,13
202308,2023-08-01,2023,"AUXILIAR DE CARPINTARIA","NA",13,13,5
202308,2023-08-01,2023,"AUXILIAR DE CINEGRAFISTA","NA",6,6,2
202308,2023-08-01,2023,"AUXILIAR DE CONTABILIDADE","NI",9,9,5
202308,2023-08-01,2023,"AUXILIAR DE CONVES","NA",4,4,1
202308,2023-08-01,2023,"AUXILIAR DE COZINHA","NA",183,183,40
202308,2023-08-01,2023,"AUXILIAR DE CRECHE","NI",44,44,10
202308,2023-08-01,2023,"AUXILIAR DE CURTUME E TANANTES","NA",1,1,1
202308,2023-08-01,2023,"AUXILIAR DE DIVULGACAO","NI",3,3,1
202308,2023-08-01,2023,"AUXILIAR DE DOCUMENTACAO III","NI",7,7,1
202308,2023-08-01,2023,"AUXILIAR DE ELETRICISTA","NA",74,74,32
202308,2023-08-01,2023,"AUXILIAR DE ENCANADOR","NA",33,33,24
202308,2023-08-01,2023,"AUXILIAR DE ENFERMAGEM","NI",626,626,19
202308,2023-08-01,2023,"AUXILIAR DE ENFERMAGEM - 30 HORAS","NI",1,1,1
202308,2023-08-01,2023,"AUXILIAR DE ENSINO","NA",14,14,2
202308,2023-08-01,2023,"AUXILIAR DE ESCRITORIO","NI",2,2,2
202308,2023-08-01,2023,"AUXILIAR DE ESTATISTICA","NI",8,8,2
202308,2023-08-01,2023,"AUXILIAR DE FARMACIA","NA",47,47,16
202308,2023-08-01,2023,"AUXILIAR DE FISCAL - EX-TERRITORIOS","NI",22,22,1
202308,2023-08-01,2023,"AUXILIAR DE HIGIENE DENTAL","NI",1,1,1
202308,2023-08-01,2023,"AUXILIAR DE ILUMINADOR","NA",3,3,2
202308,2023-08-01,2023,"AUXILIAR DE LABORATORIO","NA",469,469,63
202308,2023-08-01,2023,"AUXILIAR DE LABORATORIO","NI",7,7,1
202308,2023-08-01,2023,"AUXILIAR DE LABORATORIO 8 HORAS","NA",103,103,1
202308,2023-08-01,2023,"AUXILIAR DE LIMPEZA","NA",19,19,5
202308,2023-08-01,2023,"AUXILIAR DE MANUTENCAO","NA",5,5,2
202308,2023-08-01,2023,"AUXILIAR DE MARCENARIA","NA",7,7,3
202308,2023-08-01,2023,"AUXILIAR DE MECANICA","NA",54,54,28
202308,2023-08-01,2023,"AUXILIAR DE METEOROLOGIA","NA",1,1,1
202308,2023-08-01,2023,"AUXILIAR DE METEOROLOGIA","NI",79,79,1
202308,2023-08-01,2023,"AUXILIAR DE MICROFILMAGEM","NA",11,11,8
202308,2023-08-01,2023,"AUXILIAR DE NUTRICAO E DIETETICA","NA",124,124,29
202308,2023-08-01,2023,"AUXILIAR DE PADEIRO","NA",1,1,1
202308,2023-08-01,2023,"AUXILIAR DE PRODUCAO","NA",3,3,1
202308,2023-08-01,2023,"AUXILIAR DE RECREACAO","NI",24,24,5
202308,2023-08-01,2023,"AUXILIAR DE SANEAMENTO","NI",244,244,2
202308,2023-08-01,2023,"AUXILIAR DE SERRALHEIRO","NA",5,5,2
202308,2023-08-01,2023,"AUXILIAR DE SERTANISTA","NA",6,6,1
202308,2023-08-01,2023,"AUXILIAR DE SERV GERAIS","NA",18,18,6
202308,2023-08-01,2023,"AUXILIAR DE SERVICOS DIVERSOS","NA",14,14,2
202308,2023-08-01,2023,"AUXILIAR DE SERVICOS DIVERSOS","NI",9,10,2
202308,2023-08-01,2023,"AUXILIAR DE SERVICOS GERAIS","NA",15,15,4
202308,2023-08-01,2023,"AUXILIAR DE SERVICOS GERAIS","NI",321,321,10
202308,2023-08-01,2023,"AUXILIAR DE SERVICOS GERAIS - CVM","NI",20,20,1
202308,2023-08-01,2023,"AUXILIAR DE TOPOGRAFIA","NI",6,6,2
202308,2023-08-01,2023,"AUXILIAR EM ASSUNTOS EDUCACIONAIS","NI",13,13,2
202308,2023-08-01,2023,"AUXILIAR EM CIENCIA E TECNOLOGIA","NA",131,131,9
202308,2023-08-01,2023,"AUXILIAR EM INDIGENISMO","NA",73,73,1
202308,2023-08-01,2023,"AUXILIAR EM PESQUISA E INVEST BIOMEDICA","NA",3,3,1
202308,2023-08-01,2023,"AUXILIAR INSTITUCIONAL III","NI",1,1,1
202308,2023-08-01,2023,"AUXILIAR OPERAC DE SERV DIVERSOS","NI",6,6,1
202308,2023-08-01,2023,"AUXILIAR OPERAC DE SERVICOS DIVERSO","NI",2,2,1
202308,2023-08-01,2023,"AUXILIAR OPERAC DE SERVICOS DIVERSOS","NA",15,15,1
202308,2023-08-01,2023,"AUXILIAR OPERAC DE SERVICOS DIVERSOS","NI",11,11,1
202308,2023-08-01,2023,"AUXILIAR OPERAC EM AGROPECUARIA","NA",20,20,5
202308,2023-08-01,2023,"AUXILIAR OPERAC SERV DIVERSOS","NA",11,11,2
202308,2023-08-01,2023,"AUXILIAR OPERAC SERV DIVERSOS","NI",24,24,2
202308,2023-08-01,2023,"AUXILIAR OPERAC SERVICOS DIVERSOS","NA",2,2,1
202308,2023-08-01,2023,"AUXILIAR OPERAC SERVICOS DIVERSOS","NI",31,31,2
202308,2023-08-01,2023,"AUXILIAR OPERACIONAL","NA",167,167,29
202308,2023-08-01,2023,"AUXILIAR OPERACIONAL DE AGROPECUARIA","NA",1,1,1
202308,2023-08-01,2023,"AUXILIAR OPERACIONAL SERV DIVERSOS - NA","NA",2289,2390,3
202308,2023-08-01,2023,"AUXILIAR OPERACIONAL SERV DIVERSOS - NI","NI",51,51,1
202308,2023-08-01,2023,"AUXILIAR OPERACIONAL SERVICOS DIVERSOS","NI",1,1,1
202308,2023-08-01,2023,"AUXILIAR RURAL","NA",44,44,12
202308,2023-08-01,2023,"AUXILIAR TECNICO","NA",34,34,7
202308,2023-08-01,2023,"AUXILIAR TECNICO","NI",14,14,1
202308,2023-08-01,2023,"AUXILIAR TECNICO DE CONTROLE","NI",1,1,1
202308,2023-08-01,2023,"AUXILIAR TECNICO DE PESQUISA","NI",1,1,1
202308,2023-08-01,2023,"BARBEIRO","NA",1,1,1
202308,2023-08-01,2023,"BARQUEIRO","NA",1,1,1
202308,2023-08-01,2023,"BIBLIOTECARIO","NS",4,4,4
202308,2023-08-01,2023,"BIOMEDICO","NS",4,4,3
202308,2023-08-01,2023,"BOMBEIRO HIDRAULICO","NA",72,72,51
202308,2023-08-01,2023,"BRIGADISTA DE INCENDIO","NI",13,13,4
202308,2023-08-01,2023,"CADASTRADOR","NA",7,7,2
202308,2023-08-01,2023,"CAMAREIRO DE ESPETACULO","NI",2,2,2
202308,2023-08-01,2023,"CARPINTEIRO","NA",75,75,33
202308,2023-08-01,2023,"CARPINTEIRO","NI",1,1,1
202308,2023-08-01,2023,"CARTOGRAFO","NI",10,10,2
202308,2023-08-01,2023,"CENOGRAFO","NS",7,7,7
202308,2023-08-01,2023,"CHAVEIRO","NA",1,1,1
202308,2023-08-01,2023,"CINEGRAFISTA","NI",5,5,1
202308,2023-08-01,2023,"COMANDANTE DE AERONAVE","NS",7,7,2
202308,2023-08-01,2023,"COMANDANTE DE LANCHA","NS",3,3,3
202308,2023-08-01,2023,"COMUNICACAO E DIVULG CULTURA","NS",3,3,1
202308,2023-08-01,2023,"CONDUTOR DE LANCHA","NI",27,27,1
202308,2023-08-01,2023,"CONTADOR","NS",1,1,1
202308,2023-08-01,2023,"CONTINUO","NI",437,437,56
202308,2023-08-01,2023,"CONTRA REGRA","NI",8,8,4
202308,2023-08-01,2023,"CONTRA-REGRA","NI",2,2,1
202308,2023-08-01,2023,"CONTRAMESTRE","NI",6,6,2
202308,2023-08-01,2023,"COORDENADOR DE PRODUCAO","NS",1,1,1
202308,2023-08-01,2023,"COORDENADOR DE PROGRAMACAO","NS",6,6,2
202308,2023-08-01,2023,"COPEIRO","NA",274,274,37
202308,2023-08-01,2023,"COPEIRO","NI",3,3,1
202308,2023-08-01,2023,"COSTUREIRO DE ESPETACULO-CENARIO","NI",5,5,3
202308,2023-08-01,2023,"COZINHEIRO","NI",242,242,62
202308,2023-08-01,2023,"COZINHEIRO A","NA",2,2,2
202308,2023-08-01,2023,"COZINHEIRO DE BORDO","NA",2,2,1
202308,2023-08-01,2023,"COZINHEIRO DE EMBARCACOES","NI",2,2,1
202308,2023-08-01,2023,"CUX DE MANUTENCAO E SERV  OPERACIONAIS","NI",1,1,1
202308,2023-08-01,2023,"DATILOGRAFO","NA",20,20,3
202308,2023-08-01,2023,"DATILOGRAFO","NI",2203,2205,45
202308,2023-08-01,2023,"DATILOGRAFO - NI","NI",3,3,2
202308,2023-08-01,2023,"DATILOGRAFO DE TEXTOS GRAFICOS","NI",16,17,12
202308,2023-08-01,2023,"DATILOSCOPISTA POLICIAL CIVIL ESPECIAL","NI",15,15,3
202308,2023-08-01,2023,"DECORADOR","NS",2,2,2
202308,2023-08-01,2023,"DELEGADO DE POLICIA CIVIL ESPECIAL","NS",17,24,2
202308,2023-08-01,2023,"DENTISTA","NS",2,2,2
202308,2023-08-01,2023,"DESENHISTA","NI",104,104,22
202308,2023-08-01,2023,"DESENHISTA COPISTA","NA",4,4,3
202308,2023-08-01,2023,"DESENHISTA INDUSTRIAL","NS",9,9,3
202308,2023-08-01,2023,"DESENHISTA TECNICO","NI",1,1,1
202308,2023-08-01,2023,"DIGITADOR","NI",75,75,8
202308,2023-08-01,2023,"DIRETOR DE ILUMINACAO","NS",3,3,2
202308,2023-08-01,2023,"DIRETOR DE IMAGEM","NS",10,10,9
202308,2023-08-01,2023,"DIRETOR DE IMAGENS","NS",1,1,1
202308,2023-08-01,2023,"DIRETOR DE PROGRAMAS","NS",5,5,1
202308,2023-08-01,2023,"DIRETOR DE SOM","NS",4,4,4
202308,2023-08-01,2023,"DIVULGADOR SANITARIO","NI",13,13,1
202308,2023-08-01,2023,"ECONOMISTA","NS",42,43,9
202308,2023-08-01,2023,"ECONOMISTA DOMESTICO","NS",22,22,10
202308,2023-08-01,2023,"ECONOMO","NI",5,5,2
202308,2023-08-01,2023,"EDITOR","NS",3,3,1
202308,2023-08-01,2023,"EDITOR DE VIDEO-TAPE","NI",17,17,4
202308,2023-08-01,2023,"EDITOR DE VIDEO-TAPE PRODUCAO","NI",1,1,1
202308,2023-08-01,2023,"EDUCADOR EM SAUDE","NS",4,4,1
202308,2023-08-01,2023,"ELETRICISTA","NI",198,198,61
202308,2023-08-01,2023,"ELETRICISTA DE ESPETACULO","NI",3,3,3
202308,2023-08-01,2023,"ENCADERNADOR","NI",42,42,18
202308,2023-08-01,2023,"ENCANADOR BOMBEIRO","NI",7,7,1
202308,2023-08-01,2023,"ENCARREGADO DE MANUTENCAO","NI",3,3,1
202308,2023-08-01,2023,"ENCARREGADO DE TRAFEGO","NI",1,1,1
202308,2023-08-01,2023,"ENCARREGADO DE TURMA","NI",1,1,1
202308,2023-08-01,2023,"ENFERMEIRO","NS",19,19,3
202308,2023-08-01,2023,"ENGARREGADO DE TURMA","NI",26,26,2
202308,2023-08-01,2023,"ENGENHEIRO","NS",14,15,7
202308,2023-08-01,2023,"ENGENHEIRO AGRONOMO","NS",1,1,1
202308,2023-08-01,2023,"ENGENHEIRO DE OPERACOES","NS",4,4,1
202308,2023-08-01,2023,"ENGENHEIRO FLORESTAL","NS",1,1,1
202308,2023-08-01,2023,"ESCRITURARIO","NI",3,3,3
202308,2023-08-01,2023,"ESCRIVAO DE POLICIA CIVIL ESPECIAL","NI",27,27,2
202308,2023-08-01,2023,"ESCRIVAO DE POLICIA CIVIL TERCEIRA","NI",24,26,3
202308,2023-08-01,2023,"ESPECIALISTA DE NIVEL APOIO","NA",2,2,1
202308,2023-08-01,2023,"ESPECIALISTA DE NIVEL MEDIO","NI",8,8,3
202308,2023-08-01,2023,"ESPECIALISTA DE NIVEL SUPERIOR","NS",19,19,6
202308,2023-08-01,2023,"ESPECIALISTA EM EDUCACAO","NS",1,1,1
202308,2023-08-01,2023,"ESPECIALISTA NIVEL MEDIO","NI",5,5,3
202308,2023-08-01,2023,"ESTATISTICO","NS",5,5,2
202308,2023-08-01,2023,"ESTOFADOR","NA",2,2,1
202308,2023-08-01,2023,"FARMACEUTICO","NS",28,28,3
202308,2023-08-01,2023,"FARMACEUTICO BIOQUIMICO","NS",2,2,1
202308,2023-08-01,2023,"FIGURINISTA","NS",5,5,4
202308,2023-08-01,2023,"FISC DERIV DE PETROLEO E COMBUSTIVEL","NS",9,9,1
202308,2023-08-01,2023,"FISCAL - EX-TERRITORIOS","NS",29,30,2
202308,2023-08-01,2023,"FISCAL DE CADASTRO E TRIBUTACAO RURAL","NS",56,56,1
202308,2023-08-01,2023,"FISCAL MUNICIPAL","NI",10,10,1
202308,2023-08-01,2023,"FISIOTERAPEUTA","NS",12,13,3
202308,2023-08-01,2023,"FOTOGRAFO","NI",1,1,1
202308,2023-08-01,2023,"FOTOGRAVADOR","NI",12,12,7
202308,2023-08-01,2023,"GARCON","NA",11,11,4
202308,2023-08-01,2023,"GEOGRAFO","NS",21,21,2
202308,2023-08-01,2023,"GEOLOGO","NS",1,1,1
202308,2023-08-01,2023,"GRAFICO","NI",2,2,1
202308,2023-08-01,2023,"GUARDA DE ENDEMIAS","NI",4075,4076,7
202308,2023-08-01,2023,"GUARDA DE PRESIDIO CIVIL  ESPECIAL - NA","NA",13,13,1
202308,2023-08-01,2023,"GUARDA DE PRESIDIO CIVIL ESPECIAL","NI",31,31,2
202308,2023-08-01,2023,"GUARDA DE PRESIDIO CIVIL SEGUNDA","NI",2,2,1
202308,2023-08-01,2023,"GUARDA DE PRESIDIO CIVIL TERCEIRA","NI",6,6,3
202308,2023-08-01,2023,"GUARDA FLORESTAL","NI",1,1,1
202308,2023-08-01,2023,"IDENTIFICADOR DATILOSCOPICO","NI",26,26,2
202308,2023-08-01,2023,"ILUMINADOR","NI",4,4,1
202308,2023-08-01,2023,"IMPOSITOR","NI",1,1,1
202308,2023-08-01,2023,"IMPRESSOR","NI",38,38,18
202308,2023-08-01,2023,"INSP DE SEGURANCA FISICA E PATRIMONIO","NI",1,1,1
202308,2023-08-01,2023,"INSPETOR DE SANEAMENTO","NI",13,13,1
202308,2023-08-01,2023,"INSTRUMENTISTA","NI",1,1,1
202308,2023-08-01,2023,"INSTRUTOR DE EDUCACAO FISICA E DESPORTOS","NS",4,4,1
202308,2023-08-01,2023,"INTERPRETE","NA",1,1,1
202308,2023-08-01,2023,"JARDINEIRO","NA",128,128,41
202308,2023-08-01,2023,"JORNALISTA","NS",5,5,5
202308,2023-08-01,2023,"LABORATORISTA","NI",214,214,9
202308,2023-08-01,2023,"LABORATORISTA JORNADA 8 HORAS","NI",45,45,2
202308,2023-08-01,2023,"LANCHEIRO","NA",7,7,3
202308,2023-08-01,2023,"LAVADEIRO","NA",13,13,7
202308,2023-08-01,2023,"LINOTIPISTA","NI",6,6,6
202308,2023-08-01,2023,"LOCUTOR 25 HORAS","NI",1,1,1
202308,2023-08-01,2023,"LOCUTOR ANUNCIADOR","NS",1,1,1
202308,2023-08-01,2023,"LOCUTOR APRESENTADOR","NS",1,1,1
202308,2023-08-01,2023,"LOCUTOR APRESENTADOR - DEC JUD","NI",1,1,1
202308,2023-08-01,2023,"MAQUILADOR","NI",1,1,1
202308,2023-08-01,2023,"MARCENEIRO","NA",101,101,45
202308,2023-08-01,2023,"MARINHEIRO FLUVIAL","NA",2,2,1
202308,2023-08-01,2023,"MARINHEIRO FLUVIAL DE MAQUINAS","NI",1,1,1
202308,2023-08-01,2023,"MATEIRO","NI",4,4,2
202308,2023-08-01,2023,"MECANICO","NA",7,7,1
202308,2023-08-01,2023,"MECANICO","NI",104,104,47
202308,2023-08-01,2023,"MECANICO APOIO MARITMO","NI",1,1,1
202308,2023-08-01,2023,"MECANICO DE AUTOS","NI",1,1,1
202308,2023-08-01,2023,"MECANICO DE MONTAGEM E MANUTENCAO","NI",14,14,8
202308,2023-08-01,2023,"MEDICO","NS",11,12,7
202308,2023-08-01,2023,"MEDICO LEGISTA CIVIL ESPECIAL","NS",2,2,1
202308,2023-08-01,2023,"MEDICO VETERINARIO - 20H","NS",28,29,1
202308,2023-08-01,2023,"MEDICO VETERINARIO - 40H","NS",1,1,1
202308,2023-08-01,2023,"MESTRE","NI",5,5,3
202308,2023-08-01,2023,"MESTRE DE EMBARCACOES DE PEQUENO PORTE","NI",5,5,3
202308,2023-08-01,2023,"MESTRE DE LANCHA","NI",16,16,1
202308,2023-08-01,2023,"MESTRE DE SERV FLUVIAIS","NA",1,1,1
202308,2023-08-01,2023,"MICROSCOPISTA","NI",125,125,5
202308,2023-08-01,2023,"MONITOR BILINGUE","NA",57,57,1
202308,2023-08-01,2023,"MONITOR DE SAUDE","NI",8,8,2
202308,2023-08-01,2023,"MONTADOR CINEMATOGRAFICO","NI",1,1,1
202308,2023-08-01,2023,"MONTADOR-SOLDADOR","NA",42,42,16
202308,2023-08-01,2023,"MOTOCICLISTA","NA",2,2,2
202308,2023-08-01,2023,"MOTORISTA","NI",553,553,98
202308,2023-08-01,2023,"MOTORISTA - NA","NA",303,314,3
202308,2023-08-01,2023,"MOTORISTA - NI","NI",25,25,1
202308,2023-08-01,2023,"MOTORISTA OFICIAL","NI",1456,1456,38
202308,2023-08-01,2023,"MOTORISTA OFICIAL - NA","NA",42,43,1
202308,2023-08-01,2023,"MOTORISTA OFICIAL - NI","NI",1,1,1
202308,2023-08-01,2023,"NUTRICIONISTA","NS",3,3,1
202308,2023-08-01,2023,"ODONTOLOGO - 30H - DEC JUD","NS",5,5,2
202308,2023-08-01,2023,"ODONTOLOGO - 40 HORAS","NS",11,11,2
202308,2023-08-01,2023,"OFICIAL DE CONSTRUCAO CIVIL","NI",2,2,2
202308,2023-08-01,2023,"OPERACIONAL ADMINISTRATIVO","NI",14,14,5
202308,2023-08-01,2023,"OPERACIONAL ADMINISTRATIVO A","NI",1,1,1
202308,2023-08-01,2023,"OPERACIONAL ADMINISTRATIVO B","NI",2,2,1
202308,2023-08-01,2023,"OPERACIONAL ADMINISTRATIVO C","NI",3,3,1
202308,2023-08-01,2023,"OPERACIONAL ADMINISTRATIVO D","NI",1,1,1
202308,2023-08-01,2023,"OPERADOR","NI",1,1,1
202308,2023-08-01,2023,"OPERADOR CINEFOTOG E MICROFILMAGEM","NI",1,1,1
202308,2023-08-01,2023,"OPERADOR COMPUTADOR A","NI",2,2,2
202308,2023-08-01,2023,"OPERADOR DE AUDIO","NI",11,11,3
202308,2023-08-01,2023,"OPERADOR DE CABO","NA",2,2,2
202308,2023-08-01,2023,"OPERADOR DE CALDEIRA","NI",55,55,17
202308,2023-08-01,2023,"OPERADOR DE CAMERA","NI",4,4,1
202308,2023-08-01,2023,"OPERADOR DE CENTRAL HIDRELETRICA","NI",4,4,2
202308,2023-08-01,2023,"OPERADOR DE COMPUTACAO","NI",11,11,8
202308,2023-08-01,2023,"OPERADOR DE COMPUTACAO - NI","NI",4,4,1
202308,2023-08-01,2023,"OPERADOR DE COMPUTADOR","NI",51,51,19
202308,2023-08-01,2023,"OPERADOR DE COMPUTADOR - NI","NI",1,1,1
202308,2023-08-01,2023,"OPERADOR DE COMPUTADOR II","NI",1,1,1
202308,2023-08-01,2023,"OPERADOR DE DESTILARIA","NI",2,2,2
202308,2023-08-01,2023,"OPERADOR DE GERADOR DE CARACTERES","NI",1,1,1
202308,2023-08-01,2023,"OPERADOR DE MAQ DE CONSTRUCAO CIVIL","NI",5,5,5
202308,2023-08-01,2023,"OPERADOR DE MAQ DE LAVANDERIA","NA",171,171,45
202308,2023-08-01,2023,"OPERADOR DE MAQ FOTOCOMPOSITORAS","NI",5,5,3
202308,2023-08-01,2023,"OPERADOR DE MAQUINA COPIADORA","NI",149,149,50
202308,2023-08-01,2023,"OPERADOR DE MAQUINAS COPIADORA","NI",3,3,1
202308,2023-08-01,2023,"OPERADOR DE MICRO SISTEMAS","NI",1,1,1
202308,2023-08-01,2023,"OPERADOR DE OFF-SET","NA",1,1,1
202308,2023-08-01,2023,"OPERADOR DE RAIO X","NI",1,1,1
202308,2023-08-01,2023,"OPERADOR DE REPROGRAFIA","NA",3,3,1
202308,2023-08-01,2023,"OPERADOR DE TELE-IMPRESSORA","NA",4,4,4
