"competencia","data","ano","nome_cargo","nivel","ocupada","aprovada","orgaos"
202108,2021-08-01,2021,"ACOUGUEIRO","NA",18,18,8
202108,2021-08-01,2021,"ADERECISTA","NI",1,1,1
202108,2021-08-01,2021,"ADMINISTRADOR","NS",150,151,14
202108,2021-08-01,2021,"ADMINISTRADOR ESCOLAR","NS",3,3,1
202108,2021-08-01,2021,"AFINADOR DE INST MUSICAIS","NI",2,2,1
202108,2021-08-01,2021,"AG DE MECANIZACAO DE APOIO","NI",1,1,1
202108,2021-08-01,2021,"AG DE SERV DE ENGENHARIA","NI",1,1,1
202108,2021-08-01,2021,"AG DE VIGILANCIA","NI",1,1,1
202108,2021-08-01,2021,"AG INSP SANIT E IND PROD ORIG ANIMAL","NI",1,1,1
202108,2021-08-01,2021,"AG OPERAC DE TELEC E ELETRICIDADE","NA",6,6,6
202108,2021-08-01,2021,"AG TELECOMUNIC E ELETRICIDADE","NI",39,39,3
202108,2021-08-01,2021,"AGENTE ADMINISTRATIVO","NI",883,906,23
202108,2021-08-01,2021,"AGENTE ANALISTA DOCUMENTAL","NI",3,3,2
202108,2021-08-01,2021,"AGENTE ANALISTA GRAF FIS SUP","NI",2,2,2
202108,2021-08-01,2021,"AGENTE ANALISTA PUBLIC OFICIAIS","NI",2,2,2
202108,2021-08-01,2021,"AGENTE ANALISTA PUBLIC OFICIAL","NI",1,1,1
202108,2021-08-01,2021,"AGENTE ANALISTA SIST SOCIO ECONOMICO","NI",1,1,1
202108,2021-08-01,2021,"AGENTE ATIV AGROPECUARIAS","NI",3,3,1
202108,2021-08-01,2021,"AGENTE ATIVIDADE ADMINISTRATIVA","NI",1,1,1
202108,2021-08-01,2021,"AGENTE AUX DE SAUDE PUBLICA","NA",4,4,2
202108,2021-08-01,2021,"AGENTE CARCERARIO CIVIL ESPECIAL","NI",8,8,1
202108,2021-08-01,2021,"AGENTE CINEFOTO MICROFILMAGEM","NI",3,3,3
202108,2021-08-01,2021,"AGENTE CINEFOTOG E MICROFILMAGEM","NI",3,3,2
202108,2021-08-01,2021,"AGENTE CINEFOTOGRAFIA E MICROFILMALGEM","NI",3,3,1
202108,2021-08-01,2021,"AGENTE DE ANALISTA DOCUMENTAL","NI",1,1,1
202108,2021-08-01,2021,"AGENTE DE ANALISTA GRAF FIS SUP","NI",1,1,1
202108,2021-08-01,2021,"AGENTE DE ATIV AGROPECUARIAS","NI",277,283,11
202108,2021-08-01,2021,"AGENTE DE ATIV MARITIMAS FLUVIAIS","NI",12,12,3
202108,2021-08-01,2021,"AGENTE DE ATIVID AGROPECUARIAS","NI",1,1,1
202108,2021-08-01,2021,"AGENTE DE ATIVIDADE AGROPECUARIA","NI",41,45,2
202108,2021-08-01,2021,"AGENTE DE CINEF E MICROFILMAGEM","NI",1,1,1
202108,2021-08-01,2021,"AGENTE DE CINEFOTO MICROFILMAGEM","NI",40,40,9
202108,2021-08-01,2021,"AGENTE DE COLOCACAO","NI",19,19,2
202108,2021-08-01,2021,"AGENTE DE COMBATE AS ENDEMIAS","NA",4456,4456,1
202108,2021-08-01,2021,"AGENTE DE COMUNICACAO SOCIAL","NI",12,12,5
202108,2021-08-01,2021,"AGENTE DE HIG SEGURANCA NO TRABALHO","NI",4,4,2
202108,2021-08-01,2021,"AGENTE DE HIGIENE E SEG NO TRABALHO","NI",31,31,1
202108,2021-08-01,2021,"AGENTE DE LIMP E CONSERVACAO","NA",236,236,2
202108,2021-08-01,2021,"AGENTE DE LIMPEZA E CONSERVACAO","NA",1,1,1
202108,2021-08-01,2021,"AGENTE DE MECANIZACAO DE APOIO","NI",18,18,8
202108,2021-08-01,2021,"AGENTE DE MECANIZACAO E APOIO","NI",2,2,2
202108,2021-08-01,2021,"AGENTE DE POLICIA CIVIL ESPECIAL","NI",254,266,3
202108,2021-08-01,2021,"AGENTE DE POLICIA CIVIL PRIMEIRA","NI",2,4,2
202108,2021-08-01,2021,"AGENTE DE POLICIA CIVIL SEGUNDA","NI",10,10,3
202108,2021-08-01,2021,"AGENTE DE POLICIA CIVIL TERCEIRA","NI",64,65,3
202108,2021-08-01,2021,"AGENTE DE PORTARIA","NA",2,2,1
202108,2021-08-01,2021,"AGENTE DE PORTARIA","NI",2696,2697,44
202108,2021-08-01,2021,"AGENTE DE PORTARIA - 30 H","NI",2,2,1
202108,2021-08-01,2021,"AGENTE DE PORTARIA IN 30 74 30 HORAS","NI",1,1,1
202108,2021-08-01,2021,"AGENTE DE PROGRAMAS ASSISTENCIAIS","NI",24,24,2
202108,2021-08-01,2021,"AGENTE DE SAUDE","NI",10,10,3
202108,2021-08-01,2021,"AGENTE DE SAUDE PUBLICA","NI",4633,4633,6
202108,2021-08-01,2021,"AGENTE DE SERV COMPLEMENTARES","NI",126,126,8
202108,2021-08-01,2021,"AGENTE DE SERV DE ENGENHARIA","NI",302,302,9
202108,2021-08-01,2021,"AGENTE DE SERV GERAIS","NA",1,1,1
202108,2021-08-01,2021,"AGENTE DE SERVICOS COMPLEMENTARES","NI",5,5,3
202108,2021-08-01,2021,"AGENTE DE SERVICOS DE ENGENHARIA","NI",21,21,2
202108,2021-08-01,2021,"AGENTE DE SERVICOS DE SAUDE","NI",1,1,1
202108,2021-08-01,2021,"AGENTE DE SERVICOS DIVERSOS","NI",597,597,2
202108,2021-08-01,2021,"AGENTE DE SERVICOS GERAIS","NA",2,2,1
202108,2021-08-01,2021,"AGENTE DE SERVICOS GERAIS","NI",6,6,2
202108,2021-08-01,2021,"AGENTE DE TELEC ELETRICIDADE","NI",1,1,1
202108,2021-08-01,2021,"AGENTE DE TELECOMUNI E ELETRICIDADE","NI",97,97,1
202108,2021-08-01,2021,"AGENTE DE TELECOMUNIC E ELETRICIDADE","NI",10,10,2
202108,2021-08-01,2021,"AGENTE DE TRANSP MARITIMO E FLUVIAL","NA",4,4,1
202108,2021-08-01,2021,"AGENTE DE TRANSP MARITIMO E FLUVIAL","NI",20,20,2
202108,2021-08-01,2021,"AGENTE DE TRANSP MARITIMO FLUVIAL","NA",2,2,1
202108,2021-08-01,2021,"AGENTE DE TRANSP MARITIMO FLUVIAL","NI",20,20,4
202108,2021-08-01,2021,"AGENTE DE VIGILANCIA","NI",1540,1540,35
202108,2021-08-01,2021,"AGENTE DE VIGILANCIA - NA","NA",2,3,1
202108,2021-08-01,2021,"AGENTE EM AGRUPECUARIA","NI",8,8,1
202108,2021-08-01,2021,"AGENTE OPERAC DE TELEC E ELETR","NA",25,25,2
202108,2021-08-01,2021,"AGENTE PROGRAMAS ASSISTENCIAIS","NI",1,1,1
202108,2021-08-01,2021,"AGENTE SANITARIO","NA",17,17,1
202108,2021-08-01,2021,"AGENTE SERVICOS ENGENHARIA","NI",117,117,11
202108,2021-08-01,2021,"AGENTE TELEC ELETRICIDADE","NI",117,117,16
202108,2021-08-01,2021,"AGENTE TELECOMUNICAO E ELETRICIDADE","NI",1,1,1
202108,2021-08-01,2021,"AJUDANTE DE MANUTENCAO","NA",1,1,1
202108,2021-08-01,2021,"AJUDANTE DE TRANSP MARITIMO E FLUVIAL","NA",1,1,1
202108,2021-08-01,2021,"AJUSTADOR MECANICO","NA",9,9,6
202108,2021-08-01,2021,"ALMOXARIFE","NI",125,125,49
202108,2021-08-01,2021,"ALMOXARIFE TECNICO","NI",2,2,1
202108,2021-08-01,2021,"ANALISTA","NS",2,2,1
202108,2021-08-01,2021,"ANALISTA ACOMP PROJETOS","NS",1,1,1
202108,2021-08-01,2021,"ANALISTA DE CADASTRO DE EMPRESA","NI",1,1,1
202108,2021-08-01,2021,"ANALISTA DE INFORMACOES","NS",14,14,7
202108,2021-08-01,2021,"ANALISTA DE O E M","NS",3,3,1
202108,2021-08-01,2021,"ANALISTA DE RECURSOS HUMANOS II","NS",2,2,1
202108,2021-08-01,2021,"ANALISTA DE SEG NAC E MOBILIZACAO","NS",1,1,1
202108,2021-08-01,2021,"ANALISTA DE SISTEMA","NS",85,85,17
202108,2021-08-01,2021,"ANALISTA DE SISTEMAS","NI",1,1,1
202108,2021-08-01,2021,"ANALISTA DE SISTEMAS","NS",65,65,9
202108,2021-08-01,2021,"ANALISTA DE SISTEMAS B","NS",1,1,1
202108,2021-08-01,2021,"ANALISTA DE SISTEMAS E METODOS","NS",1,1,1
202108,2021-08-01,2021,"ANALISTA DE SISTEMAS III","NS",2,2,1
202108,2021-08-01,2021,"ANALISTA DE SUPORTE DE SISTEMAS B","NS",2,2,2
202108,2021-08-01,2021,"ANALISTA ECONOMIA E FINANCAS I","NS",2,2,1
202108,2021-08-01,2021,"ANALISTA ECONOMIA E FINANCAS II","NS",1,1,1
202108,2021-08-01,2021,"ANALISTA ECONOMIA E FINANCAS III","NS",2,2,1
202108,2021-08-01,2021,"ANALISTA ECONOMICO","NS",1,1,1
202108,2021-08-01,2021,"ANALISTA PESQ E TECNOLOGIA II","NS",1,1,1
202108,2021-08-01,2021,"ANALISTA PESQ E TECNOLOGIA III","NS",2,2,1
202108,2021-08-01,2021,"ANALISTA PROCES DE DADOS","NS",2,2,1
202108,2021-08-01,2021,"ANALISTA PROCESSO LIBERACOES","NI",1,1,1
202108,2021-08-01,2021,"APONTADOR","NA",23,23,9
202108,2021-08-01,2021,"ARMADOR","NA",10,10,6
202108,2021-08-01,2021,"ARMAZENISTA","NA",76,76,24
202108,2021-08-01,2021,"ARMAZENISTA","NI",2,2,1
202108,2021-08-01,2021,"ARQUITETO","NS",1,1,1
202108,2021-08-01,2021,"ARQUIVISTA","NS",5,5,2
202108,2021-08-01,2021,"ARQUIVISTA DE TAPES","NI",3,3,1
202108,2021-08-01,2021,"ARTIF DE CARPINT E MARCENARIA","NA",30,30,5
202108,2021-08-01,2021,"ARTIF DE CARPINT E MARCENARIA","NI",109,109,7
202108,2021-08-01,2021,"ARTIF DE CARPINT MARCENARIA","NI",55,55,14
202108,2021-08-01,2021,"ARTIF DE CONF DE ROUPAS E UNIFORMES","NI",2,2,1
202108,2021-08-01,2021,"ARTIF DE CONFEC DE ROUPAS E UNIFORMES","NA",1,1,1
202108,2021-08-01,2021,"ARTIF DE CONFEC ROUPAS UNIFORME","NI",5,5,1
202108,2021-08-01,2021,"ARTIF DE ELETRIC COMUNICACOES","NA",13,13,4
202108,2021-08-01,2021,"ARTIF DE ELETRIC E COMUNICACAO","NI",100,100,14
202108,2021-08-01,2021,"ARTIF DE ELETRIC E COMUNICACOES","NA",7,7,2
202108,2021-08-01,2021,"ARTIF DE ELETRIC E COMUNICACOES","NI",10,10,3
202108,2021-08-01,2021,"ARTIF DE ELETRICIDADE E COMUNICACAO","NI",1,1,1
202108,2021-08-01,2021,"ARTIF DE EST DE OBRAS E METALURGIA","NA",1,1,1
202108,2021-08-01,2021,"ARTIF DE EST DE OBRAS E METALURGIA","NI",6,6,2
202108,2021-08-01,2021,"ARTIF DE ESTR DE OBRAS E METALURGIA","NA",1,1,1
202108,2021-08-01,2021,"ARTIF DE ESTRUT DE OBRAS E METALURGIA","NI",18,18,3
202108,2021-08-01,2021,"ARTIF DE ESTRUT DE OBRAS METALURGIA","NA",7,7,1
202108,2021-08-01,2021,"ARTIF DE ESTRUT DE OBRAS METALURGIA","NI",52,52,8
202108,2021-08-01,2021,"ARTIF DE ESTRUT OBRAS METALURGIA","NA",2,2,2
202108,2021-08-01,2021,"ARTIF DE MANUTENCAO","NI",13,13,4
202108,2021-08-01,2021,"ARTIF DE MANUTENCAO DE VEICULOS","NI",17,17,2
202108,2021-08-01,2021,"ARTIF DE MUNICAO E PIROTECNIA","NI",29,29,1
202108,2021-08-01,2021,"ARTIF DE PINTURA E ALVENARIA","NA",1,1,1
202108,2021-08-01,2021,"ARTIF EM MUNICAO E PIROTECNIA","NI",4,4,2
202108,2021-08-01,2021,"ARTIF ESPEC DE ELETR E COMUNICACOES","NI",1,1,1
202108,2021-08-01,2021,"ARTIFICE","NA",27,27,3
202108,2021-08-01,2021,"ARTIFICE","NI",112,112,9
202108,2021-08-01,2021,"ARTIFICE CARPINTARIA MARCENARIA","NI",7,7,1
202108,2021-08-01,2021,"ARTIFICE DE AERONAUTICA","NI",5,5,1
202108,2021-08-01,2021,"ARTIFICE DE ARTES GRAFICAS","NA",41,42,8
202108,2021-08-01,2021,"ARTIFICE DE ARTES GRAFICAS","NI",158,158,23
202108,2021-08-01,2021,"ARTIFICE DE CARPINT E MARCENARIA","NI",2,2,1
202108,2021-08-01,2021,"ARTIFICE DE CARPINTARIA E MARCENARIA","NI",2,2,1
202108,2021-08-01,2021,"ARTIFICE DE ELETRIC E COMUNIC","NI",1,1,1
202108,2021-08-01,2021,"ARTIFICE DE ELETRIC E COMUNICACOES","NI",56,56,5
202108,2021-08-01,2021,"ARTIFICE DE ELETRICIDADE","NA",1,1,1
202108,2021-08-01,2021,"ARTIFICE DE ELETRICIDADE E COMUNICACAO","NI",10,10,2
202108,2021-08-01,2021,"ARTIFICE DE ESTRUT DE OBRAS E METALURGIA","NI",1,1,1
202108,2021-08-01,2021,"ARTIFICE DE MECANICA","NA",89,89,9
202108,2021-08-01,2021,"ARTIFICE DE MECANICA","NI",614,614,22
202108,2021-08-01,2021,"ARTIFICE ESPECIALIZADO","NI",20,20,2
202108,2021-08-01,2021,"ARTIFICE I","NI",1,1,1
202108,2021-08-01,2021,"ARTIFICE II","NI",2,2,2
202108,2021-08-01,2021,"ASCENSORISTA","NI",38,38,7
202108,2021-08-01,2021,"ASSESSOR DE PLANEJAMENTO","NS",2,2,1
202108,2021-08-01,2021,"ASSESSOR TECNICO","NS",3,3,3
202108,2021-08-01,2021,"ASSIST DE DISTRIBUICAO II","NI",3,3,1
202108,2021-08-01,2021,"ASSIST TECNICO DE ENSINO","NI",10,10,2
202108,2021-08-01,2021,"ASSIST TECNICO OPERACIONAL","NI",1,1,1
202108,2021-08-01,2021,"ASSISTENTE ADMINISTRATIVO","NI",174,174,10
202108,2021-08-01,2021,"ASSISTENTE ADMINISTRATIVO III","NI",1,1,1
202108,2021-08-01,2021,"ASSISTENTE ADMINISTRTIVO","NI",1,1,1
202108,2021-08-01,2021,"ASSISTENTE DE ADMINISTRACAO","NI",544,544,16
202108,2021-08-01,2021,"ASSISTENTE DE ALUNO","NI",4,4,1
202108,2021-08-01,2021,"ASSISTENTE DE ALUNOS","NI",2,2,2
202108,2021-08-01,2021,"ASSISTENTE DE CAMERA","NA",5,5,3
202108,2021-08-01,2021,"ASSISTENTE DE DISTRIBUICAO I","NA",1,1,1
202108,2021-08-01,2021,"ASSISTENTE DE EDITORACAO","NI",1,1,1
202108,2021-08-01,2021,"ASSISTENTE DE ESTUDIO","NI",2,2,1
202108,2021-08-01,2021,"ASSISTENTE DE MONTAGEM","NA",1,1,1
202108,2021-08-01,2021,"ASSISTENTE DE PESQUISA","NS",1,1,1
202108,2021-08-01,2021,"ASSISTENTE DE PRODUCAO","NS",16,16,2
202108,2021-08-01,2021,"ASSISTENTE DE SECRETARIA I","NI",1,1,1
202108,2021-08-01,2021,"ASSISTENTE DE SECRETARIA II","NI",12,12,3
202108,2021-08-01,2021,"ASSISTENTE DE SECRETARIA III","NI",9,9,3
202108,2021-08-01,2021,"ASSISTENTE DE SOM","NA",10,10,8
202108,2021-08-01,2021,"ASSISTENTE FINANCEIRO","NI",6,6,1
202108,2021-08-01,2021,"ASSISTENTE JURIDICO","NS",4,4,3
202108,2021-08-01,2021,"ASSISTENTE PESQUISA E TECNOLOGIA I","NI",1,1,1
202108,2021-08-01,2021,"ASSISTENTE SINDICAL","NI",20,20,2
202108,2021-08-01,2021,"ASSISTENTE SOCIAL","NS",99,99,3
202108,2021-08-01,2021,"ASSISTENTE TECNICO","NI",31,31,3
202108,2021-08-01,2021,"ASSISTENTE TECNICO ADMINISTRATIVO","NS",2,2,2
202108,2021-08-01,2021,"ASSISTENTE TECNICO DE PRODUCAO","NI",2,2,1
202108,2021-08-01,2021,"ATENDENTE","NI",626,626,6
202108,2021-08-01,2021,"ATENDENTE DE CONSULTORIO-AREA","NA",74,74,23
202108,2021-08-01,2021,"ATENDENTE DE ENFERMAGEM","NA",65,65,9
202108,2021-08-01,2021,"ATENDENTE DE ENFERMAGEM","NI",22,22,3
202108,2021-08-01,2021,"AUDITOR","NS",17,17,8
202108,2021-08-01,2021,"AUTOR ROTEIRISTA","NS",3,3,2
202108,2021-08-01,2021,"AUX DE ADMINISTRACAO","NI",1,1,1
202108,2021-08-01,2021,"AUX DE IND E CONSERV DE ALIMENTOS","NA",12,12,7
202108,2021-08-01,2021,"AUX DE LABORATORIO","NA",1,1,1
202108,2021-08-01,2021,"AUX DE PROCES DADOS","NI",3,3,2
202108,2021-08-01,2021,"AUX DE PROCES DE DADOS","NI",1,1,1
202108,2021-08-01,2021,"AUX DE PROCESSAMENTO DE DADOS","NA",7,7,6
202108,2021-08-01,2021,"AUX DE PROCESSAMENTO DE DADOS","NI",1,1,1
202108,2021-08-01,2021,"AUX DE SERVICOS DIVERSOS","NA",41,41,2
202108,2021-08-01,2021,"AUX DE SERVICOS DIVERSOS","NI",6,6,4
202108,2021-08-01,2021,"AUX DE SERVICOS FLUVIAIS","NA",1,1,1
202108,2021-08-01,2021,"AUX DE SERVICOS GERAIS","NA",145,145,3
202108,2021-08-01,2021,"AUX DE SERVICOS GERAIS","NI",175,175,10
202108,2021-08-01,2021,"AUX DE SERVICOS GRAFICOS","NI",1,1,1
202108,2021-08-01,2021,"AUX DE TRANSP MARITIMO E FLUVIAL","NA",6,6,2
202108,2021-08-01,2021,"AUX DE TRANSPORTE MARIT E FLUVIAL","NA",9,9,1
202108,2021-08-01,2021,"AUX EM ASSUNTOS CULTURAIS","NI",3,3,3
202108,2021-08-01,2021,"AUX EM ASSUNTOS EDUCACIONAIS","NI",37,37,10
202108,2021-08-01,2021,"AUX EM CONSERVACAO RESTAURACAO III","NI",1,1,1
202108,2021-08-01,2021,"AUX EM PROGRAMACAO VISUAL III","NI",1,1,1
202108,2021-08-01,2021,"AUX EM TRANSP MARITIMO E FLUVIAL","NA",7,7,3
202108,2021-08-01,2021,"AUX EXEC EM METROLOGIA E QUALIDADE","NA",6,6,1
202108,2021-08-01,2021,"AUX OP DE PERITO CRIMINAL CIVIL TERCEIRA","NI",2,2,2
202108,2021-08-01,2021,"AUX OPER PERITO CRIM CIVIL ESPECIAL","NI",7,7,2
202108,2021-08-01,2021,"AUX OPERAC ASSUNTOS CULTURAIS","NA",2,2,1
202108,2021-08-01,2021,"AUX OPERAC CINEFOT MICROFILMAGEM","NA",3,3,1
202108,2021-08-01,2021,"AUX OPERAC DE SERV DE ENGENHARIA","NA",84,84,1
202108,2021-08-01,2021,"AUX OPERAC DE SERV DIV DE SAUDE","NI",30,30,1
202108,2021-08-01,2021,"AUX OPERAC DE SERV DIVERSOS","NI",1144,1144,19
202108,2021-08-01,2021,"AUX OPERAC DE SERV ENGENHARIA","NA",3,3,3
202108,2021-08-01,2021,"AUX OPERAC DE SERVICOS DIVERSOS","NI",1,1,1
202108,2021-08-01,2021,"AUX OPERAC ESPECIALIZADO","NA",1,1,1
202108,2021-08-01,2021,"AUX OPERAC SER DIVERSOS SAUDE","NI",2,2,1
202108,2021-08-01,2021,"AUX OPERAC SERV DIVERSOS","NA",1564,1564,22
202108,2021-08-01,2021,"AUX OPERAC SERVICOS DIVERSOS","NA",4,4,2
202108,2021-08-01,2021,"AUX OPERAC SERVICOS DIVERSOS","NI",1681,1681,5
202108,2021-08-01,2021,"AUX OPERACIONAL AGROPECUARIA","NA",2,2,1
202108,2021-08-01,2021,"AUX OPERACIONAL SERV DIVERSOS","NA",102,102,2
202108,2021-08-01,2021,"AUX OPERACIONAL SERVICOS DIVERSOS","NA",113,113,3
202108,2021-08-01,2021,"AUX OPERACIONAL SERVICOS DIVERSOS","NI",74,74,2
202108,2021-08-01,2021,"AUX PRESERV DEFESA AMBIENTAL","NA",11,11,2
202108,2021-08-01,2021,"AUX TECNICO DA PRODUCAO A","NI",19,19,2
202108,2021-08-01,2021,"AUX TECNICO DA PRODUCAO B","NI",7,7,2
202108,2021-08-01,2021,"AUX TECNICO DE MANUTENCAO","NI",1,1,1
202108,2021-08-01,2021,"AUX TECNICO DE PRODUCAO","NI",1,1,1
202108,2021-08-01,2021,"AUXIL OPERAC SERVICOS DIVERSOS","NI",11,11,1
202108,2021-08-01,2021,"AUXILIAR ADMINISTRATIVO","NA",82,82,5
202108,2021-08-01,2021,"AUXILIAR ADMINISTRATIVO","NI",227,227,17
202108,2021-08-01,2021,"AUXILIAR DE ADMINISTRACAO","NI",319,319,9
202108,2021-08-01,2021,"AUXILIAR DE AGROPECUARIA","NA",710,711,61
202108,2021-08-01,2021,"AUXILIAR DE ANATOMIA E NECROPSIA","NA",35,35,16
202108,2021-08-01,2021,"AUXILIAR DE APOIO OPERACIONAL","NA",2,2,2
202108,2021-08-01,2021,"AUXILIAR DE ARTES GRAFICAS","NA",39,39,19
202108,2021-08-01,2021,"AUXILIAR DE ARTIFICE","NA",282,286,13
202108,2021-08-01,2021,"AUXILIAR DE ARTIFICE","NI",1,1,1
202108,2021-08-01,2021,"AUXILIAR DE CARPINTARIA","NA",17,17,7
202108,2021-08-01,2021,"AUXILIAR DE CINEGRAFISTA","NA",6,6,2
202108,2021-08-01,2021,"AUXILIAR DE CONTABILIDADE","NI",11,11,3
202108,2021-08-01,2021,"AUXILIAR DE CONVES","NA",4,4,1
202108,2021-08-01,2021,"AUXILIAR DE COZINHA","NA",208,208,40
202108,2021-08-01,2021,"AUXILIAR DE CRECHE","NI",51,51,11
202108,2021-08-01,2021,"AUXILIAR DE CURTUME E TANANTES","NA",1,1,1
202108,2021-08-01,2021,"AUXILIAR DE DIVULGACAO","NI",3,3,2
202108,2021-08-01,2021,"AUXILIAR DE DOCUMENTACAO III","NI",8,8,1
202108,2021-08-01,2021,"AUXILIAR DE ELETRICISTA","NA",84,84,36
202108,2021-08-01,2021,"AUXILIAR DE ENCANADOR","NA",38,38,27
202108,2021-08-01,2021,"AUXILIAR DE ENFERMAGEM","NI",748,748,21
202108,2021-08-01,2021,"AUXILIAR DE ENFERMAGEM - 30 HORAS","NI",1,1,1
202108,2021-08-01,2021,"AUXILIAR DE ENSINO","NA",20,20,2
202108,2021-08-01,2021,"AUXILIAR DE ESCRITORIO","NI",3,3,2
202108,2021-08-01,2021,"AUXILIAR DE ESTATISTICA","NI",9,9,2
202108,2021-08-01,2021,"AUXILIAR DE FARMACIA","NA",49,49,17
202108,2021-08-01,2021,"AUXILIAR DE FISCAL - EX-TERRITORIOS","NI",25,25,1
202108,2021-08-01,2021,"AUXILIAR DE HIGIENE DENTAL","NI",1,1,1
202108,2021-08-01,2021,"AUXILIAR DE ILUMINADOR","NA",3,3,2
202108,2021-08-01,2021,"AUXILIAR DE LABORATORIO","NA",543,543,66
202108,2021-08-01,2021,"AUXILIAR DE LABORATORIO","NI",8,8,1
202108,2021-08-01,2021,"AUXILIAR DE LABORATORIO 8 HORAS","NA",119,119,2
202108,2021-08-01,2021,"AUXILIAR DE LIMPEZA","NA",20,20,5
202108,2021-08-01,2021,"AUXILIAR DE MANUTENCAO","NA",5,5,2
202108,2021-08-01,2021,"AUXILIAR DE MARCENARIA","NA",8,8,4
202108,2021-08-01,2021,"AUXILIAR DE MECANICA","NA",59,59,30
202108,2021-08-01,2021,"AUXILIAR DE METEOROLOGIA","NA",3,3,2
202108,2021-08-01,2021,"AUXILIAR DE METEOROLOGIA","NI",103,103,1
202108,2021-08-01,2021,"AUXILIAR DE MICROFILMAGEM","NA",17,17,12
202108,2021-08-01,2021,"AUXILIAR DE NUTRICAO E DIETETICA","NA",151,151,30
202108,2021-08-01,2021,"AUXILIAR DE ODONTOLOGIA","NI",1,1,1
202108,2021-08-01,2021,"AUXILIAR DE PADEIRO","NA",1,1,1
202108,2021-08-01,2021,"AUXILIAR DE PRODUCAO","NA",3,3,1
202108,2021-08-01,2021,"AUXILIAR DE RECREACAO","NI",26,26,3
202108,2021-08-01,2021,"AUXILIAR DE SANEAMENTO","NI",300,300,2
202108,2021-08-01,2021,"AUXILIAR DE SERRALHEIRO","NA",6,6,3
202108,2021-08-01,2021,"AUXILIAR DE SERTANISTA","NA",8,8,1
202108,2021-08-01,2021,"AUXILIAR DE SERV GERAIS","NA",21,21,5
202108,2021-08-01,2021,"AUXILIAR DE SERVICOS DIVERSOS","NA",17,17,2
202108,2021-08-01,2021,"AUXILIAR DE SERVICOS DIVERSOS","NI",13,13,2
202108,2021-08-01,2021,"AUXILIAR DE SERVICOS GERAIS","NA",16,16,4
202108,2021-08-01,2021,"AUXILIAR DE SERVICOS GERAIS","NI",383,383,9
202108,2021-08-01,2021,"AUXILIAR DE SERVICOS GERAIS - CVM","NI",21,21,1
202108,2021-08-01,2021,"AUXILIAR DE TOPOGRAFIA","NI",6,6,2
202108,2021-08-01,2021,"AUXILIAR EM ASSUNTOS EDUCACIONAIS","NI",13,13,2
202108,2021-08-01,2021,"AUXILIAR EM CIENCIA E TECNOLOGIA","NA",152,152,9
202108,2021-08-01,2021,"AUXILIAR EM ENFERMAGEM","NA",133,155,2
202108,2021-08-01,2021,"AUXILIAR EM ENFERMAGEM","NI",25,25,2
202108,2021-08-01,2021,"AUXILIAR EM INDIGENISMO","NA",76,76,1
202108,2021-08-01,2021,"AUXILIAR EM PESQUISA E INVEST BIOMEDICA","NA",3,3,1
202108,2021-08-01,2021,"AUXILIAR INSTITUCIONAL III","NI",1,1,1
202108,2021-08-01,2021,"AUXILIAR OPERAC DE SERV DIVERSOS","NI",8,8,1
202108,2021-08-01,2021,"AUXILIAR OPERAC DE SERVICOS DIVERSO","NI",3,3,1
202108,2021-08-01,2021,"AUXILIAR OPERAC DE SERVICOS DIVERSOS","NA",18,18,1
202108,2021-08-01,2021,"AUXILIAR OPERAC DE SERVICOS DIVERSOS","NI",15,15,1
202108,2021-08-01,2021,"AUXILIAR OPERAC EM AGROPECUARIA","NA",25,25,5
202108,2021-08-01,2021,"AUXILIAR OPERAC SERV DIVERSOS","NA",16,16,2
202108,2021-08-01,2021,"AUXILIAR OPERAC SERV DIVERSOS","NI",31,31,2
202108,2021-08-01,2021,"AUXILIAR OPERAC SERVICOS DIVERSOS","NA",2,2,1
202108,2021-08-01,2021,"AUXILIAR OPERAC SERVICOS DIVERSOS","NI",36,36,2
202108,2021-08-01,2021,"AUXILIAR OPERACIONAL","NA",202,202,30
202108,2021-08-01,2021,"AUXILIAR OPERACIONAL DE AGROPECUARIA","NA",1,1,1
202108,2021-08-01,2021,"AUXILIAR OPERACIONAL SERV DIVERSOS - NA","NA",2589,2668,3
202108,2021-08-01,2021,"AUXILIAR OPERACIONAL SERV DIVERSOS - NI","NI",64,64,1
202108,2021-08-01,2021,"AUXILIAR OPERACIONAL SERVICOS DIVERSOS","NI",1,1,1
202108,2021-08-01,2021,"AUXILIAR RURAL","NA",47,47,13
202108,2021-08-01,2021,"AUXILIAR TECNICO","NA",37,37,7
202108,2021-08-01,2021,"AUXILIAR TECNICO","NI",19,19,1
202108,2021-08-01,2021,"AUXILIAR TECNICO DE CONTROLE","NI",1,1,1
202108,2021-08-01,2021,"AUXILIAR TECNICO DE PESQUISA","NI",2,2,2
202108,2021-08-01,2021,"BARBEIRO","NA",1,1,1
202108,2021-08-01,2021,"BARQUEIRO","NA",1,1,1
202108,2021-08-01,2021,"BIBLIOTECARIO","NS",5,5,5
202108,2021-08-01,2021,"BIOMEDICO","NS",5,5,3
202108,2021-08-01,2021,"BOMBEIRO HIDRAULICO","NA",93,93,54
202108,2021-08-01,2021,"BRIGADISTA DE INCENDIO","NI",15,15,4
202108,2021-08-01,2021,"CABELEIREIRO","NI",1,1,1
202108,2021-08-01,2021,"CADASTRADOR","NA",7,7,2
