"competencia","data","ano","plano_carreira","aprovada","distribuida","ocupada","vago","taxa_vacancia"
202109,2021-09-01,2021,"Carreira de Técnico Federal de Apoio à Execução Penal",30,30,29,1,3.33
202109,2021-09-01,2021,"Carreira de Técnico em Atividades de Mineração",505,58,39,466,92.28
202109,2021-09-01,2021,"Carreira do Seguro Social",45322,44123,20907,24415,53.87
202109,2021-09-01,2021,"Outros",4,4,4,0,0
202109,2021-09-01,2021,"Outros - Carreira de Defensor Público",1270,694,645,625,49.21
202109,2021-09-01,2021,"Outros - Ex-territórios",6403,6340,6174,229,3.58
202109,2021-09-01,2021,"Outros - Ex-territórios (PM e CBM)",5,5,5,0,0
202109,2021-09-01,2021,"Outros - Programa Mais Médicos",4451,4451,4451,0,0
202109,2021-09-01,2021,"Plano Especial de Cargos da ANVISA",352,352,352,0,0
202109,2021-09-01,2021,"Plano Especial de Cargos da Cultura",3297,3079,2225,1072,32.51
202109,2021-09-01,2021,"Plano Especial de Cargos da EMBRATUR",188,188,97,91,48.4
202109,2021-09-01,2021,"Plano Especial de Cargos da SUFRAMA",576,576,431,145,25.17
202109,2021-09-01,2021,"Plano Especial de Cargos das Agências Reguladoras",289,289,289,0,0
202109,2021-09-01,2021,"Plano Especial de Cargos do Departamento Nacional de Infra-Estrutura de Transportes",935,935,628,307,32.83
202109,2021-09-01,2021,"Plano Especial de Cargos do Departamento Nacional de Produção Mineral",369,369,287,82,22.22
202109,2021-09-01,2021,"Plano Especial de Cargos do Departamento de Polícia Federal",2854,2850,2227,627,21.97
202109,2021-09-01,2021,"Plano Especial de Cargos do Departamento de Polícia Rodoviária Federal",764,763,489,275,35.99
202109,2021-09-01,2021,"Plano Especial de Cargos do FNDE - PECFNDE",241,241,146,95,39.42
202109,2021-09-01,2021,"Plano Especial de Cargos do INEP - PECINEP",79,79,60,19,24.05
202109,2021-09-01,2021,"Plano Especial de Cargos do Ministério da Fazenda - PECFAZ",9631,9450,4956,4675,48.54
202109,2021-09-01,2021,"Plano Especial de Cargos do Ministério do Meio Ambiente e do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA - PECMA",1280,1260,186,1094,85.47
202109,2021-09-01,2021,"Plano Geral de Cargos do Poder Executivo - PGPE",44209,37377,23001,21208,47.97
202109,2021-09-01,2021,"Plano de Carreira dos Cargos de Reforma e Desenvolvimento Agrário",5665,3118,2482,3183,56.19
202109,2021-09-01,2021,"Plano de Carreira dos Cargos de Tecnologia Militar",2792,2792,1430,1362,48.78
202109,2021-09-01,2021,"Plano de Carreira dos Cargos de Tecnologia Militar / Carreira de Suporte Técnico à Tecnologia Militar",1978,1977,443,1535,77.6
202109,2021-09-01,2021,"Plano de Carreira dos Cargos de Tecnologia Militar / Carreira de Tecnologia Militar",1567,557,169,1398,89.22
202109,2021-09-01,2021,"Plano de Carreiras do Magistério do Ensino Básico Federal / Carreira de Magistério do Ensino Básico Federal",3,3,1,2,66.67
202109,2021-09-01,2021,"Plano de Carreiras dos Cargos Técnico-Administrativos em Educação - PCCTAE",165381,142364,136303,29078,17.58
202109,2021-09-01,2021,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Desenvolvimento Tecnológico",11028,9220,5816,5212,47.26
202109,2021-09-01,2021,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Gestão, Planejamento e Infra-Estrutura em Ciência e Tecnologia",9162,7442,3773,5389,58.82
202109,2021-09-01,2021,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Pesquisa em Ciência e Tecnologia",1832,1555,942,890,48.58
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN",426,4,1,425,99.77
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Agente Técnico de Inteligência",229,47,19,210,91.7
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Agente de Inteligência",935,8,0,935,100
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Oficial Técnico de Inteligência",247,75,51,196,79.35
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Oficial de Inteligência",2128,122,113,2015,94.69
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM",21,21,21,0,0
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Agente Executivo da CVM",193,183,103,90,46.63
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Analista da CVM",263,259,213,50,19.01
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Inspetor da CVM",123,122,97,26,21.14
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE",20,20,14,6,30
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Pesquisa em Informações Geográficas e Estatísticas",157,157,58,99,63.06
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Planejamento, Gestão e Infra-Estrutura em Informações Geográficas e Estatísticas",1131,1131,746,385,34.04
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Produção e Análise de Informações Geográficas e Estatísticas",1130,1129,688,442,39.12
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Suporte Técnico em Produção e Análise de Informações Geográficas e Estatísticas",6284,6282,2510,3774,60.06
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Suporte em Planejamento, Gestão e Infra-Estrutura em Informações Geográficas e Estatísticas",2807,2806,352,2455,87.46
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA",488,488,135,353,72.34
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA / Carreira de Planejamento e Pesquisa do IPEA",300,300,193,107,35.67
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Previc – PCCPREVIC",25,25,18,7,28
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Analista Administrativo",52,27,12,40,76.92
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Especialista em Previdência Complementar",100,80,36,64,64
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Técnico Administrativo",54,27,8,46,85.19
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP",9,9,3,6,66.67
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP / Carreira de Agente Executivo da Susep",245,145,59,186,75.92
202109,2021-09-01,2021,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP / Carreira de Analista Técnico da Susep",571,378,276,295,51.66
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública",279,279,128,151,54.12
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública  / Cargo Isolado",150,55,54,96,64
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública  / Carreira de Suporte à Gestão em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",815,610,325,490,60.12
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Desenvolvimento Tecnológico em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",1752,1752,1530,222,12.67
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Gestão em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",839,839,699,140,16.69
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Pesquisa em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",1140,1139,898,242,21.23
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Suporte Técnico em Ciência Tecnologia, Produção e Inovação em Saúde Pública",1385,1385,1060,325,23.47
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Magistério Federal / Cargo Isolado",1727,112,102,1625,94.09
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Magistério Federal / Carreira de Magistério Superior",95060,89995,86475,8585,9.03
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Magistério Federal / Carreira de Magistério do Ensino Básico, Técnico e Tecnológico",58615,49699,47539,11076,18.9
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública",64,64,53,11,17.19
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Cargo Isolado",30,3,2,28,93.33
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Desenvolvimento Tecnológico em Pesquisa e Investigação Biomédica em Saúde Pública",21,21,20,1,4.76
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Gestão em Pesquisa e Investigação Biomédica em Saúde Pública",60,48,39,21,35
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Gestão, Planejamento e Infra-Estrutura em Pesquisa e Investigação Biomédica em Saúde Pública",3,3,3,0,0
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Pesquisa e Investigação Biomédica em Saúde Pública",69,69,62,7,10.14
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Suporte Técnico em Pesquisa e Investigação Biomédica em Saúde Pública",160,156,135,25,15.62
202109,2021-09-01,2021,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Suporte à Gestão em Pesquisa e Investigação Biomédica em Saúde Pública",128,126,107,21,16.41
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA",88,88,88,0,0
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA / Carreira de Especialista em Atividades Hospitalares",364,336,160,204,56.04
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA / Carreira de Suporte às Atividades Médico Hospitalares",1191,1100,720,471,39.55
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Hospital das Forças Armadas - PCCHFA / Carreira Médica",643,642,140,503,78.23
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Cargo Isolado",29,9,5,24,82.76
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Pesquisa em Propriedade Industrial",810,566,415,395,48.77
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Planejamento, Gestão e Infra-Estrutura em Propriedade Industrial",211,168,124,87,41.23
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Produção e Análise em Propriedade Industrial",221,220,175,46,20.81
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Suporte Técnico em Propriedade Industrial",267,267,146,121,45.32
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Suporte em Planejamento, Gestão e Infra-Estrutura em Propriedade Industrial",281,134,76,205,72.95
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial  - INMETRO / Cargo Isolado",40,7,5,35,87.5
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial  - INMETRO / Carreira de Pesquisa e Desenvolvimento em Metrologia e Qualidade",738,531,358,380,51.49
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Apoio Operacional à Gestão em Metrologia e Qualidade",6,6,6,0,0
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Gestão em Metrologia e Qualidade",316,237,146,170,53.8
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Suporte Técnico à Metrologia e Qualidade",333,242,135,198,59.46
202109,2021-09-01,2021,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Suporte à Gestão em Metrologia e Qualidade",513,384,100,413,80.51
202109,2021-09-01,2021,"Plano de Classificação de Cargos - PCC",1043,957,520,523,50.14
202109,2021-09-01,2021,"Plano Único de Classificação e Retribuição de Cargos e Empregos - PUCRCE / Carreira de Magistério de 1º e 2º Graus",38,38,38,0,0
202109,2021-09-01,2021,"Tabela Remuneratória Especial -ERCE",1828,1759,1361,467,25.55
202110,2021-10-01,2021,"Cargo Isolado de Especialista em Infra-Estrutura Senior",181,57,56,125,69.06
202110,2021-10-01,2021,"Cargo Isolado de Juiz do Tribunal Marítimo",6,6,6,0,0
202110,2021-10-01,2021,"Cargo Isolado de Juiz-Presidente do Tribunal Marítimo",1,1,1,0,0
202110,2021-10-01,2021,"Cargos de Atividades Técnicas de Fiscalização Agropecuária do Quadro de Pessoal do Mapa",3739,3670,1687,2052,54.88
202110,2021-10-01,2021,"Carreira Auditoria-Fiscal do Trabalho",3614,2224,2020,1594,44.11
202110,2021-10-01,2021,"Carreira Policial Federal",14736,14490,11023,3713,25.2
202110,2021-10-01,2021,"Carreira Policial Rodoviário Federal",13077,13077,10915,2162,16.53
202110,2021-10-01,2021,"Carreira Previdenciária",6,6,6,0,0
202110,2021-10-01,2021,"Carreira Tributária e Aduaneira da Receita Federal do Brasil",37056,35619,13886,23170,62.53
202110,2021-10-01,2021,"Carreira da Previdência, da Saúde e do Trabalho",82208,73171,39147,43061,52.38
202110,2021-10-01,2021,"Carreira da Seguridade Social e do Trabalho",483,414,292,191,39.54
202110,2021-10-01,2021,"Carreira de Advogado da União",2378,2353,1686,692,29.1
202110,2021-10-01,2021,"Carreira de Agente Federal de Execução Penal",1600,1542,1259,341,21.31
202110,2021-10-01,2021,"Carreira de Analista Administrativo - ANA",84,75,46,38,45.24
202110,2021-10-01,2021,"Carreira de Analista Administrativo - Agências Reguladoras",1437,1392,1157,280,19.49
202110,2021-10-01,2021,"Carreira de Analista Administrativo - DNIT",400,306,215,185,46.25
202110,2021-10-01,2021,"Carreira de Analista Administrativo - DNPM",200,78,78,122,61
202110,2021-10-01,2021,"Carreira de Analista de Comércio Exterior",725,405,397,328,45.24
202110,2021-10-01,2021,"Carreira de Analista de Infra-Estrutura",1199,707,701,498,41.53
202110,2021-10-01,2021,"Carreira de Assistente de Chancelaria",1155,1149,415,740,64.07
202110,2021-10-01,2021,"Carreira de Auditor Fiscal Federal Agropecuário",3643,3627,2510,1133,31.1
202110,2021-10-01,2021,"Carreira de Desenvolvimento de Políticas Sociais",2292,1415,759,1533,66.88
202110,2021-10-01,2021,"Carreira de Diplomata",2101,1425,1285,816,38.84
202110,2021-10-01,2021,"Carreira de Especialista Federal em Assistência à Execução Penal",85,83,66,19,22.35
202110,2021-10-01,2021,"Carreira de Especialista em Geologia e Geofísica do Petróleo e Gás Natural",50,33,31,19,38
