"competencia","data","ano","plano_carreira","aprovada","distribuida","ocupada","vago","taxa_vacancia"
202211,2022-11-01,2022,"Cargo Isolado de Juiz-Presidente do Tribunal Marítimo",1,1,1,0,0
202211,2022-11-01,2022,"Cargos de Atividades Técnicas de Fiscalização Agropecuária do Quadro de Pessoal do Mapa",3740,3671,1490,2250,60.16
202211,2022-11-01,2022,"Carreira Auditoria-Fiscal do Trabalho",3577,1978,1972,1605,44.87
202211,2022-11-01,2022,"Carreira Policial Federal",14735,14603,12556,2179,14.79
202211,2022-11-01,2022,"Carreira Policial Rodoviário Federal",13075,13075,12950,125,0.96
202211,2022-11-01,2022,"Carreira Previdenciária",6,6,6,0,0
202211,2022-11-01,2022,"Carreira Tributária e Aduaneira da Receita Federal do Brasil",36926,35489,13649,23277,63.04
202211,2022-11-01,2022,"Carreira da Previdência, da Saúde e do Trabalho",80396,71159,35976,44420,55.25
202211,2022-11-01,2022,"Carreira da Seguridade Social e do Trabalho",478,409,270,208,43.51
202211,2022-11-01,2022,"Carreira de Advogado da União",2378,2353,1663,715,30.07
202211,2022-11-01,2022,"Carreira de Agente Federal de Execução Penal",1600,1600,1521,79,4.94
202211,2022-11-01,2022,"Carreira de Analista Administrativo - ANA",84,75,46,38,45.24
202211,2022-11-01,2022,"Carreira de Analista Administrativo - Agências Reguladoras",1437,1392,1140,297,20.67
202211,2022-11-01,2022,"Carreira de Analista Administrativo - DNIT",400,306,212,188,47
202211,2022-11-01,2022,"Carreira de Analista Administrativo - DNPM",200,78,77,123,61.5
202211,2022-11-01,2022,"Carreira de Analista de Comércio Exterior",723,403,394,329,45.5
202211,2022-11-01,2022,"Carreira de Analista de Infra-Estrutura",1197,704,697,500,41.77
202211,2022-11-01,2022,"Carreira de Assistente de Chancelaria",1156,1152,393,763,66
202211,2022-11-01,2022,"Carreira de Auditor Fiscal Federal Agropecuário",3643,3627,2430,1213,33.3
202211,2022-11-01,2022,"Carreira de Desenvolvimento de Políticas Sociais",2292,1411,752,1540,67.19
202211,2022-11-01,2022,"Carreira de Diplomata",2101,1426,1296,805,38.32
202211,2022-11-01,2022,"Carreira de Especialista Federal em Assistência à Execução Penal",85,85,77,8,9.41
202211,2022-11-01,2022,"Carreira de Especialista em Geologia e Geofísica do Petróleo e Gás Natural",50,33,29,21,42
202211,2022-11-01,2022,"Carreira de Especialista em Geoprocessamento",27,27,27,0,0
202211,2022-11-01,2022,"Carreira de Especialista em Meio-Ambiente",9232,8207,4852,4380,47.44
202211,2022-11-01,2022,"Carreira de Especialista em Políticas Públicas e Gestão Governamental",1745,951,931,814,46.65
202211,2022-11-01,2022,"Carreira de Especialista em Recursos Hídricos",239,239,183,56,23.43
202211,2022-11-01,2022,"Carreira de Especialista em Recursos Minerais",848,265,238,610,71.93
202211,2022-11-01,2022,"Carreira de Financiamento e Execução de Programas e Projetos Educacionais",427,427,170,257,60.19
202211,2022-11-01,2022,"Carreira de Finanças e Controle",6829,3735,3095,3734,54.68
202211,2022-11-01,2022,"Carreira de Infra-Estrutura de Transportes",929,905,716,213,22.93
202211,2022-11-01,2022,"Carreira de Oficial de Chancelaria",1892,981,770,1122,59.3
202211,2022-11-01,2022,"Carreira de Perito Federal Agrário",1132,1132,638,494,43.64
202211,2022-11-01,2022,"Carreira de Perito Médico Federal",24,6,6,18,75
202211,2022-11-01,2022,"Carreira de Perícia Médica da Previdência Social",5734,3570,3339,2395,41.77
202211,2022-11-01,2022,"Carreira de Pesquisa e Desenvolvimento de Informações e Avaliações Educacionais – INEP",418,340,261,157,37.56
202211,2022-11-01,2022,"Carreira de Planejamento e Orçamento",747,574,556,191,25.57
202211,2022-11-01,2022,"Carreira de Procurador Federal",4365,4350,3608,757,17.34
202211,2022-11-01,2022,"Carreira de Procurador da Fazenda Nacional",2383,2372,2073,310,13.01
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização da Atividade Cinematográfica e Audiovisual",150,150,140,10,6.67
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização de Aviação Civil",921,725,656,265,28.77
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização de Locais, Produtos e Serviços sob Vigilância Sanitária",810,810,758,52,6.42
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização de Petróleo e Derivados, Álcool combustível e Gás Natural",435,423,379,56,12.87
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização de Recursos Energéticos",365,365,307,58,15.89
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização de Saúde Suplementar",340,338,304,36,10.59
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização de Serviços Públicos de Telecomunicações",715,630,588,127,17.76
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização de Serviços de Transportes Aquaviários",218,207,176,42,19.27
202211,2022-11-01,2022,"Carreira de Regulação e Fiscalização de Serviços de Transportes Terrestres",590,297,263,327,55.42
202211,2022-11-01,2022,"Carreira de Supervisor Médico Pericial",447,167,46,401,89.71
202211,2022-11-01,2022,"Carreira de Suporte Técnico ao Financiamento e Execução de Programas e Projetos Educacionais",454,434,119,335,73.79
202211,2022-11-01,2022,"Carreira de Suporte Técnico em Informações Educacionais – INEP",120,114,55,65,54.17
202211,2022-11-01,2022,"Carreira de Suporte à Infra-Estrutura de Transportes",1831,1062,517,1314,71.76
202211,2022-11-01,2022,"Carreira de Suporte à Regulação e Fiscalização da Atividade Cinematográfica e Audiovisual",64,64,57,7,10.94
202211,2022-11-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Aviação Civil",392,325,249,143,36.48
202211,2022-11-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Locais, Produtos e Serviços sob Vigilância Sanitária",100,100,94,6,6
202211,2022-11-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Petróleo e Derivados, Álcool Combustível e Gás Natural",50,50,37,13,26
202211,2022-11-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Saúde Suplementar",94,85,76,18,19.15
202211,2022-11-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Serviços Públicos de Telecomunicações",484,377,348,136,28.1
202211,2022-11-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Serviços de Transportes Aquaviários",130,106,87,43,33.08
202211,2022-11-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Serviços de Transportes Terrestres",860,644,516,344,40
202211,2022-11-01,2022,"Carreira de Técnico Administrativo - Agências Reuladoras",1373,1327,887,486,35.4
202211,2022-11-01,2022,"Carreira de Técnico Administrativo - DNIT",200,200,172,28,14
202211,2022-11-01,2022,"Carreira de Técnico Administrativo - DNPM",200,69,66,134,67
202211,2022-11-01,2022,"Carreira de Técnico Federal de Apoio à Execução Penal",30,30,29,1,3.33
202211,2022-11-01,2022,"Carreira de Técnico em Atividades de Mineração",505,58,39,466,92.28
202211,2022-11-01,2022,"Carreira do Seguro Social",44909,43666,19876,25033,55.74
202211,2022-11-01,2022,"Outros",4,4,4,0,0
202211,2022-11-01,2022,"Outros - Carreira de Defensor Público",1269,720,681,588,46.34
202211,2022-11-01,2022,"Outros - Ex-territórios",6333,6231,6023,310,4.89
202211,2022-11-01,2022,"Outros - Ex-territórios (PM e CBM)",5,5,5,0,0
202211,2022-11-01,2022,"Outros - Programa Mais Médicos",4365,4365,4365,0,0
202211,2022-11-01,2022,"Plano Especial de Cargos da ANVISA",306,306,306,0,0
202211,2022-11-01,2022,"Plano Especial de Cargos da Cultura",3255,3036,2092,1163,35.73
202211,2022-11-01,2022,"Plano Especial de Cargos da EMBRATUR",185,185,92,93,50.27
202211,2022-11-01,2022,"Plano Especial de Cargos da SUFRAMA",571,571,412,159,27.85
202211,2022-11-01,2022,"Plano Especial de Cargos das Agências Reguladoras",263,263,263,0,0
202211,2022-11-01,2022,"Plano Especial de Cargos do Departamento Nacional de Infra-Estrutura de Transportes",905,905,535,370,40.88
202211,2022-11-01,2022,"Plano Especial de Cargos do Departamento Nacional de Produção Mineral",366,366,244,122,33.33
202211,2022-11-01,2022,"Plano Especial de Cargos do Departamento de Polícia Federal",2823,2819,2102,721,25.54
202211,2022-11-01,2022,"Plano Especial de Cargos do Departamento de Polícia Rodoviária Federal",753,752,443,310,41.17
202211,2022-11-01,2022,"Plano Especial de Cargos do FNDE - PECFNDE",238,238,125,113,47.48
202211,2022-11-01,2022,"Plano Especial de Cargos do INEP - PECINEP",79,79,55,24,30.38
202211,2022-11-01,2022,"Plano Especial de Cargos do Ministério da Fazenda - PECFAZ",9406,9225,4586,4820,51.24
202211,2022-11-01,2022,"Plano Especial de Cargos do Ministério do Meio Ambiente e do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA - PECMA",1279,1259,181,1098,85.85
202211,2022-11-01,2022,"Plano Geral de Cargos do Poder Executivo - PGPE",42975,36139,21074,21901,50.96
202211,2022-11-01,2022,"Plano de Carreira dos Cargos de Reforma e Desenvolvimento Agrário",5401,2854,2193,3208,59.4
202211,2022-11-01,2022,"Plano de Carreira dos Cargos de Tecnologia Militar",2730,2730,1314,1416,51.87
202211,2022-11-01,2022,"Plano de Carreira dos Cargos de Tecnologia Militar / Carreira de Suporte Técnico à Tecnologia Militar",1978,1977,440,1538,77.76
202211,2022-11-01,2022,"Plano de Carreira dos Cargos de Tecnologia Militar / Carreira de Tecnologia Militar",1567,557,159,1408,89.85
202211,2022-11-01,2022,"Plano de Carreiras do Magistério do Ensino Básico Federal / Carreira de Magistério do Ensino Básico Federal",3,3,1,2,66.67
202211,2022-11-01,2022,"Plano de Carreiras dos Cargos Técnico-Administrativos em Educação - PCCTAE",164275,141747,133671,30604,18.63
202211,2022-11-01,2022,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Desenvolvimento Tecnológico",11027,9219,5579,5448,49.41
202211,2022-11-01,2022,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Gestão, Planejamento e Infra-Estrutura em Ciência e Tecnologia",9160,7436,3564,5596,61.09
202211,2022-11-01,2022,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Pesquisa em Ciência e Tecnologia",1832,1553,882,950,51.86
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN",733,177,166,567,77.35
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Agente Técnico de Inteligência",229,47,18,211,92.14
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Agente de Inteligência",937,124,62,875,93.38
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Oficial Técnico de Inteligência",439,160,109,330,75.17
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Oficial de Inteligência",2131,767,711,1420,66.64
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM",21,21,21,0,0
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Agente Executivo da CVM",192,182,101,91,47.4
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Analista da CVM",262,258,209,53,20.23
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Inspetor da CVM",120,119,94,26,21.67
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE",20,20,14,6,30
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Pesquisa em Informações Geográficas e Estatísticas",157,157,54,103,65.61
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Planejamento, Gestão e Infra-Estrutura em Informações Geográficas e Estatísticas",1131,1131,725,406,35.9
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Produção e Análise de Informações Geográficas e Estatísticas",1130,1129,667,463,40.97
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Suporte Técnico em Produção e Análise de Informações Geográficas e Estatísticas",6284,6282,2327,3957,62.97
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Suporte em Planejamento, Gestão e Infra-Estrutura em Informações Geográficas e Estatísticas",2807,2806,292,2515,89.6
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA",488,486,133,355,72.75
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA / Carreira de Planejamento e Pesquisa do IPEA",312,310,202,110,35.26
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Previc – PCCPREVIC",25,25,16,9,36
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Analista Administrativo",52,27,12,40,76.92
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Especialista em Previdência Complementar",100,80,36,64,64
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Técnico Administrativo",54,27,8,46,85.19
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP",9,9,3,6,66.67
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP / Carreira de Agente Executivo da Susep",245,145,58,187,76.33
202211,2022-11-01,2022,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP / Carreira de Analista Técnico da Susep",571,378,269,302,52.89
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública",276,276,123,153,55.43
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública  / Cargo Isolado",150,55,54,96,64
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública  / Carreira de Suporte à Gestão em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",815,610,316,499,61.23
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Desenvolvimento Tecnológico em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",1752,1752,1513,239,13.64
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Gestão em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",839,839,683,156,18.59
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Pesquisa em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",1140,1139,876,264,23.16
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Suporte Técnico em Ciência Tecnologia, Produção e Inovação em Saúde Pública",1385,1385,1034,351,25.34
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Magistério Federal / Cargo Isolado",1727,114,105,1622,93.92
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Magistério Federal / Carreira de Magistério Superior",95051,90651,87085,7966,8.38
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Magistério Federal / Carreira de Magistério do Ensino Básico, Técnico e Tecnológico",58596,50000,47827,10769,18.38
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública",58,58,47,11,18.97
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Cargo Isolado",30,3,2,28,93.33
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Desenvolvimento Tecnológico em Pesquisa e Investigação Biomédica em Saúde Pública",21,21,19,2,9.52
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Gestão em Pesquisa e Investigação Biomédica em Saúde Pública",60,48,38,22,36.67
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Gestão, Planejamento e Infra-Estrutura em Pesquisa e Investigação Biomédica em Saúde Pública",3,3,3,0,0
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Pesquisa e Investigação Biomédica em Saúde Pública",69,69,62,7,10.14
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Suporte Técnico em Pesquisa e Investigação Biomédica em Saúde Pública",160,156,134,26,16.25
202211,2022-11-01,2022,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Suporte à Gestão em Pesquisa e Investigação Biomédica em Saúde Pública",128,126,107,21,16.41
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA",76,76,76,0,0
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA / Carreira de Especialista em Atividades Hospitalares",364,336,152,212,58.24
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA / Carreira de Suporte às Atividades Médico Hospitalares",1191,1100,690,501,42.07
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Hospital das Forças Armadas - PCCHFA / Carreira Médica",643,642,128,515,80.09
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Cargo Isolado",29,9,5,24,82.76
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Pesquisa em Propriedade Industrial",810,566,408,402,49.63
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Planejamento, Gestão e Infra-Estrutura em Propriedade Industrial",211,168,123,88,41.71
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Produção e Análise em Propriedade Industrial",221,220,171,50,22.62
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Suporte Técnico em Propriedade Industrial",267,267,137,130,48.69
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Suporte em Planejamento, Gestão e Infra-Estrutura em Propriedade Industrial",281,134,73,208,74.02
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial  - INMETRO / Cargo Isolado",40,7,5,35,87.5
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial  - INMETRO / Carreira de Pesquisa e Desenvolvimento em Metrologia e Qualidade",738,531,349,389,52.71
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Apoio Operacional à Gestão em Metrologia e Qualidade",5,5,5,0,0
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Gestão em Metrologia e Qualidade",316,237,140,176,55.7
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Suporte Técnico à Metrologia e Qualidade",333,242,124,209,62.76
202211,2022-11-01,2022,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Suporte à Gestão em Metrologia e Qualidade",513,384,79,434,84.6
202211,2022-11-01,2022,"Plano de Classificação de Cargos - PCC",996,910,444,552,55.42
202211,2022-11-01,2022,"Plano Único de Classificação e Retribuição de Cargos e Empregos - PUCRCE",1,1,0,1,100
202211,2022-11-01,2022,"Plano Único de Classificação e Retribuição de Cargos e Empregos - PUCRCE / Carreira de Magistério de 1º e 2º Graus",33,33,33,0,0
202211,2022-11-01,2022,"Tabela Remuneratória Especial -ERCE",1807,1737,1271,536,29.66
202212,2022-12-01,2022,"Cargo Isolado de Especialista em Infra-Estrutura Senior",181,57,55,126,69.61
202212,2022-12-01,2022,"Cargo Isolado de Juiz do Tribunal Marítimo",6,6,6,0,0
202212,2022-12-01,2022,"Cargo Isolado de Juiz-Presidente do Tribunal Marítimo",1,1,1,0,0
202212,2022-12-01,2022,"Cargos de Atividades Técnicas de Fiscalização Agropecuária do Quadro de Pessoal do Mapa",3740,3671,1486,2254,60.27
202212,2022-12-01,2022,"Carreira Auditoria-Fiscal do Trabalho",3574,1971,1967,1607,44.96
202212,2022-12-01,2022,"Carreira Policial Federal",14735,14604,12548,2187,14.84
202212,2022-12-01,2022,"Carreira Policial Rodoviário Federal",13074,13074,12929,145,1.11
202212,2022-12-01,2022,"Carreira Previdenciária",6,6,6,0,0
202212,2022-12-01,2022,"Carreira Tributária e Aduaneira da Receita Federal do Brasil",36884,35447,13603,23281,63.12
202212,2022-12-01,2022,"Carreira da Previdência, da Saúde e do Trabalho",80257,71020,35730,44527,55.48
202212,2022-12-01,2022,"Carreira da Seguridade Social e do Trabalho",478,409,266,212,44.35
202212,2022-12-01,2022,"Carreira de Advogado da União",2378,2353,1663,715,30.07
202212,2022-12-01,2022,"Carreira de Agente Federal de Execução Penal",1600,1600,1520,80,5
202212,2022-12-01,2022,"Carreira de Analista Administrativo - ANA",84,75,46,38,45.24
202212,2022-12-01,2022,"Carreira de Analista Administrativo - Agências Reguladoras",1437,1392,1140,297,20.67
202212,2022-12-01,2022,"Carreira de Analista Administrativo - DNIT",400,306,212,188,47
202212,2022-12-01,2022,"Carreira de Analista Administrativo - DNPM",200,78,77,123,61.5
202212,2022-12-01,2022,"Carreira de Analista de Comércio Exterior",723,403,394,329,45.5
202212,2022-12-01,2022,"Carreira de Analista de Infra-Estrutura",1196,703,696,500,41.81
202212,2022-12-01,2022,"Carreira de Assistente de Chancelaria",1156,1152,391,765,66.18
202212,2022-12-01,2022,"Carreira de Auditor Fiscal Federal Agropecuário",3643,3628,2429,1214,33.32
202212,2022-12-01,2022,"Carreira de Desenvolvimento de Políticas Sociais",2292,1411,751,1541,67.23
202212,2022-12-01,2022,"Carreira de Diplomata",2101,1426,1293,808,38.46
202212,2022-12-01,2022,"Carreira de Especialista Federal em Assistência à Execução Penal",85,85,77,8,9.41
202212,2022-12-01,2022,"Carreira de Especialista em Geologia e Geofísica do Petróleo e Gás Natural",50,33,29,21,42
202212,2022-12-01,2022,"Carreira de Especialista em Geoprocessamento",27,27,27,0,0
202212,2022-12-01,2022,"Carreira de Especialista em Meio-Ambiente",9232,8206,4842,4390,47.55
202212,2022-12-01,2022,"Carreira de Especialista em Políticas Públicas e Gestão Governamental",1741,947,927,814,46.75
202212,2022-12-01,2022,"Carreira de Especialista em Recursos Hídricos",239,239,182,57,23.85
202212,2022-12-01,2022,"Carreira de Especialista em Recursos Minerais",848,265,238,610,71.93
202212,2022-12-01,2022,"Carreira de Financiamento e Execução de Programas e Projetos Educacionais",427,427,170,257,60.19
202212,2022-12-01,2022,"Carreira de Finanças e Controle",6826,3733,3075,3751,54.95
202212,2022-12-01,2022,"Carreira de Infra-Estrutura de Transportes",929,905,714,215,23.14
202212,2022-12-01,2022,"Carreira de Oficial de Chancelaria",1892,981,769,1123,59.36
202212,2022-12-01,2022,"Carreira de Perito Federal Agrário",1132,1132,637,495,43.73
202212,2022-12-01,2022,"Carreira de Perito Médico Federal",24,6,6,18,75
202212,2022-12-01,2022,"Carreira de Perícia Médica da Previdência Social",5729,3565,3333,2396,41.82
202212,2022-12-01,2022,"Carreira de Pesquisa e Desenvolvimento de Informações e Avaliações Educacionais – INEP",418,340,261,157,37.56
202212,2022-12-01,2022,"Carreira de Planejamento e Orçamento",744,571,552,192,25.81
202212,2022-12-01,2022,"Carreira de Procurador Federal",4365,4350,3605,760,17.41
202212,2022-12-01,2022,"Carreira de Procurador da Fazenda Nacional",2380,2369,2069,311,13.07
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização da Atividade Cinematográfica e Audiovisual",150,150,140,10,6.67
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização de Aviação Civil",921,725,655,266,28.88
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização de Locais, Produtos e Serviços sob Vigilância Sanitária",810,810,758,52,6.42
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização de Petróleo e Derivados, Álcool combustível e Gás Natural",435,423,379,56,12.87
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização de Recursos Energéticos",365,365,307,58,15.89
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização de Saúde Suplementar",340,338,304,36,10.59
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização de Serviços Públicos de Telecomunicações",715,630,587,128,17.9
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização de Serviços de Transportes Aquaviários",218,207,175,43,19.72
202212,2022-12-01,2022,"Carreira de Regulação e Fiscalização de Serviços de Transportes Terrestres",590,297,261,329,55.76
202212,2022-12-01,2022,"Carreira de Supervisor Médico Pericial",447,150,46,401,89.71
202212,2022-12-01,2022,"Carreira de Suporte Técnico ao Financiamento e Execução de Programas e Projetos Educacionais",454,434,119,335,73.79
202212,2022-12-01,2022,"Carreira de Suporte Técnico em Informações Educacionais – INEP",120,114,55,65,54.17
202212,2022-12-01,2022,"Carreira de Suporte à Infra-Estrutura de Transportes",1831,1062,517,1314,71.76
202212,2022-12-01,2022,"Carreira de Suporte à Regulação e Fiscalização da Atividade Cinematográfica e Audiovisual",64,64,57,7,10.94
202212,2022-12-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Aviação Civil",392,325,249,143,36.48
202212,2022-12-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Locais, Produtos e Serviços sob Vigilância Sanitária",100,100,93,7,7
202212,2022-12-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Petróleo e Derivados, Álcool Combustível e Gás Natural",50,50,37,13,26
202212,2022-12-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Saúde Suplementar",94,85,76,18,19.15
202212,2022-12-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Serviços Públicos de Telecomunicações",484,377,346,138,28.51
202212,2022-12-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Serviços de Transportes Aquaviários",130,106,87,43,33.08
202212,2022-12-01,2022,"Carreira de Suporte à Regulação e Fiscalização de Serviços de Transportes Terrestres",860,644,516,344,40
202212,2022-12-01,2022,"Carreira de Técnico Administrativo - Agências Reuladoras",1373,1327,886,487,35.47
202212,2022-12-01,2022,"Carreira de Técnico Administrativo - DNIT",200,200,172,28,14
202212,2022-12-01,2022,"Carreira de Técnico Administrativo - DNPM",200,69,66,134,67
202212,2022-12-01,2022,"Carreira de Técnico Federal de Apoio à Execução Penal",30,30,29,1,3.33
