"orgao","entidade","bloco","sigla_orgao","nome_orgao","primeiro","ultimo","meses","aprovada_max","entidade_nome","confianca","evidencia","bloco_nome"
26406,26406,"26406","IFES","INSTITUTO FEDERAL DO ESPIRITO SANTO",201601,202606,124,3122,"INSTITUTO FEDERAL DO ESPIRITO SANTO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO ESPIRITO SANTO"
26407,26407,"26407","IFGOIANO","INSTITUTO FEDERAL GOIANO",201601,202606,124,1558,"INSTITUTO FEDERAL GOIANO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL GOIANO"
26408,26408,"26408","IFMA","INSTITUTO FEDERAL DO MARANHAO",201601,202606,124,3403,"INSTITUTO FEDERAL DO MARANHAO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO MARANHAO"
26409,26409,"26409","IFMG","INSTITUTO FEDERAL DE MINAS GERAIS",201601,202606,124,2038,"INSTITUTO FEDERAL DE MINAS GERAIS","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE MINAS GERAIS"
26410,26410,"26410","IFNORTEMG","INSTITUTO FED. DO NORTE DE MINAS GERAIS",201601,202606,124,1492,"INSTITUTO FED. DO NORTE DE MINAS GERAIS","estavel","código presente sem troca ao longo da série","INSTITUTO FED. DO NORTE DE MINAS GERAIS"
26411,26411,"26411","IFSUDMG","INSTITUTO FED.DO SUDESTE DE MINAS GERAIS",201601,202606,124,1426,"INSTITUTO FED.DO SUDESTE DE MINAS GERAIS","estavel","código presente sem troca ao longo da série","INSTITUTO FED.DO SUDESTE DE MINAS GERAIS"
26412,26412,"26412","IFSULMG","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS",201601,202606,124,1274,"INSTITUTO FEDERAL DO SUL DE MINAS GERAIS","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO SUL DE MINAS GERAIS"
26413,26413,"26413","IFTRIANMG","INSTITUTO FEDERAL DO TRIANGULO MINEIRO",201601,202606,124,1222,"INSTITUTO FEDERAL DO TRIANGULO MINEIRO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO TRIANGULO MINEIRO"
26414,26414,"26414","IFMT","INSTITUTO FEDERAL DE MATO GROSSO",201601,202606,124,2210,"INSTITUTO FEDERAL DE MATO GROSSO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE MATO GROSSO"
26415,26415,"26415","IFMS","INSTITUTO FEDERAL DE MATO GROSSO DO SUL",201601,202606,124,1378,"INSTITUTO FEDERAL DE MATO GROSSO DO SUL","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE MATO GROSSO DO SUL"
26416,26416,"26416","IFPA","INSTITUTO FEDERAL DO PARA",201601,202606,124,2691,"INSTITUTO FEDERAL DO PARA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO PARA"
26417,26417,"26417","IFPB","INSTITUTO FEDERAL DA PARAIBA",201601,202606,124,2591,"INSTITUTO FEDERAL DA PARAIBA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DA PARAIBA"
26418,26418,"26418","IFPE","INSTITUTO FEDERAL DE PERNAMBUCO",201601,202606,124,2516,"INSTITUTO FEDERAL DE PERNAMBUCO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE PERNAMBUCO"
26419,26419,"26419","IFRS","INSTITUTO FEDERAL DO RIO GRANDE DO SUL",201601,202606,124,2290,"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO RIO GRANDE DO SUL"
26420,26420,"26420","IFFARROUP","INSTITUTO FEDERAL FARROUPILHA",201601,202606,124,1592,"INSTITUTO FEDERAL FARROUPILHA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL FARROUPILHA"
26421,26421,"26421","IFRO","INSTITUTO FEDERAL DE RONDONIA",201601,202606,124,1361,"INSTITUTO FEDERAL DE RONDONIA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE RONDONIA"
26422,26422,"26422","IFCATARINA","INSTITUTO FEDERAL CATARINENSE",201601,202606,124,1969,"INSTITUTO FEDERAL CATARINENSE","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL CATARINENSE"
26423,26423,"26423","IFSE","INSTITUTO FEDERAL DE SERGIPE",201601,202606,124,1582,"INSTITUTO FEDERAL DE SERGIPE","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE SERGIPE"
26424,26424,"26424","IFTO","INSTITUTO FEDERAL DO TOCANTINS",201601,202606,124,1329,"INSTITUTO FEDERAL DO TOCANTINS","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO TOCANTINS"
26426,26426,"26426","IFAP","INSTITUTO FEDERAL DO AMAPA",201601,202606,124,759,"INSTITUTO FEDERAL DO AMAPA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO AMAPA"
26427,26427,"26427","IFBA","INSTITUTO FEDERAL DA BAHIA",201601,202606,124,3151,"INSTITUTO FEDERAL DA BAHIA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DA BAHIA"
26428,26428,"26428","IFBRASILIA","INSTITUTO FEDERAL DE BRASILIA",201601,202606,124,1432,"INSTITUTO FEDERAL DE BRASILIA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE BRASILIA"
26429,26429,"26429","IFG","INSTITUTO FEDERAL DE GOIAS",201601,202606,124,2175,"INSTITUTO FEDERAL DE GOIAS","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE GOIAS"
26430,26430,"26430","IFSERTPE","INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO",201601,202606,124,1123,"INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO"
26431,26431,"26431","IFPI","INSTITUTO FEDERAL DO PIAUI",201601,202606,124,2573,"INSTITUTO FEDERAL DO PIAUI","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO PIAUI"
26432,26432,"26432","IFPR","INSTITUTO FEDERAL DO PARANA",201601,202606,124,2678,"INSTITUTO FEDERAL DO PARANA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO PARANA"
26433,26433,"26433","IFRJ","INSTITUTO FEDERAL DO RIO DE JANEIRO",201601,202606,124,2109,"INSTITUTO FEDERAL DO RIO DE JANEIRO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO RIO DE JANEIRO"
26434,26434,"26434","IFFLU","INSTITUTO FEDERAL FLUMINENSE",201601,202606,124,1782,"INSTITUTO FEDERAL FLUMINENSE","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL FLUMINENSE"
26435,26435,"26435","IFRN","INSTITUTO FEDERAL DO RIO GRANDE DO NORTE",201601,202606,124,2867,"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DO RIO GRANDE DO NORTE"
26436,26436,"26436","IFSRIOGRAN","INSTITUTO FEDERAL SUL RIO-GRANDENSE",201601,202606,124,1983,"INSTITUTO FEDERAL SUL RIO-GRANDENSE","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL SUL RIO-GRANDENSE"
26437,26437,"26437","IFRR","INSTITUTO FEDERAL DE RORAIMA",201601,202606,124,794,"INSTITUTO FEDERAL DE RORAIMA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE RORAIMA"
26438,26438,"26438","IFSC","INSTITUTO FEDERAL DE SANTA CATARINA",201601,202606,124,2801,"INSTITUTO FEDERAL DE SANTA CATARINA","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE SANTA CATARINA"
26439,26439,"26439","IFSP","INSTITUTO FEDERAL DE SAO PAULO",201601,202606,124,4739,"INSTITUTO FEDERAL DE SAO PAULO","estavel","código presente sem troca ao longo da série","INSTITUTO FEDERAL DE SAO PAULO"
26440,26440,"26440","UFFS","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL",201601,202606,124,1489,"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL"
26441,26441,"26441","UFOPA","UNIVERSIDADE FEDERAL DO OESTE DO PARA",201601,202606,124,1201,"UNIVERSIDADE FEDERAL DO OESTE DO PARA","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL DO OESTE DO PARA"
26442,26442,"26442","UNILAB","UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA",201601,202606,124,916,"UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA","estavel","código presente sem troca ao longo da série","UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA"
26447,26447,"26447","UFOB","UNIVERSIDADE FEDERAL DO OESTE DA BAHIA",201601,202606,124,715,"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL DO OESTE DA BAHIA"
26448,26448,"26448","UNIFESSPA","UNIVERSIDADE FED. SUL SUDESTE DO PARA",201601,202606,124,883,"UNIVERSIDADE FED. SUL SUDESTE DO PARA","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FED. SUL SUDESTE DO PARA"
26449,26449,"26449","UFCA","UNIVERSIDADE FEDERAL DO CARIRI",201702,202606,109,758,"UNIVERSIDADE FEDERAL DO CARIRI","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL DO CARIRI"
26450,26450,"26450","UFESBA","UNIVERSIDADE FEDERAL DO SUL DA BAHIA",201601,202606,124,724,"UNIVERSIDADE FEDERAL DO SUL DA BAHIA","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL DO SUL DA BAHIA"
26452,26452,"26452","UFCAT","UNIVERSIDADE FEDERAL DE CATALAO",202307,202606,35,530,"UNIVERSIDADE FEDERAL DE CATALAO","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL DE CATALAO"
26453,26453,"26453","UFJ","UNIVERSIDADE FEDERAL DE JATAI",202302,202606,40,572,"UNIVERSIDADE FEDERAL DE JATAI","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL DE JATAI"
26454,26454,"26454","UFR","UNIVERSIDADE FEDERAL DE RONDONOPOLIS",202212,202606,42,538,"UNIVERSIDADE FEDERAL DE RONDONOPOLIS","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL DE RONDONOPOLIS"
26455,26455,"26455","UFDPAR","UNIV. FEDERAL DO DELTA DO PARNAIBA",202212,202606,42,440,"UNIV. FEDERAL DO DELTA DO PARNAIBA","estavel","código presente sem troca ao longo da série","UNIV. FEDERAL DO DELTA DO PARNAIBA"
26456,26456,"26456","UFAPE","UNIVER. FEDERAL DO AGRESTE DE PERNAMBUCO",202307,202606,35,365,"UNIVER. FEDERAL DO AGRESTE DE PERNAMBUCO","estavel","código presente sem troca ao longo da série","UNIVER. FEDERAL DO AGRESTE DE PERNAMBUCO"
26457,26457,"26457","UFNT","UNIVERSIDADE FEDERAL NORTE DO TOCANTINS",202308,202606,34,599,"UNIVERSIDADE FEDERAL NORTE DO TOCANTINS","estavel","código presente sem troca ao longo da série","UNIVERSIDADE FEDERAL NORTE DO TOCANTINS"
28000,28000,"economico","MDIC","MINISTERIO IND. COM. EXTERIOR E SERVIçOS",201803,201903,12,1340,"MINISTERIO IND. COM. EXTERIOR E SERVIçOS","estavel","código presente sem troca ao longo da série","Núcleo econômico (ex-Fazenda/Economia)"
29000,29000,"29000","M.ESPORTE","MINISTERIO DO ESPORTE",201803,201903,12,241,"MINISTERIO DO ESPORTE","estavel","código presente sem troca ao longo da série","MINISTERIO DO ESPORTE"
30202,30202,"30202","FUNAI","FUNDACAO NACIONAL DOS POVOS INDIGENAS",201601,202606,124,5684,"FUNDACAO NACIONAL DOS POVOS INDIGENAS","estavel","código presente sem troca ao longo da série","FUNDACAO NACIONAL DOS POVOS INDIGENAS"
30203,30203,"30203","INMETRO","INST.NAC.METROLOGIA,NORM.E QUAL.INDL.",201601,202606,124,2685,"INST.NAC.METROLOGIA,NORM.E QUAL.INDL.","estavel","código presente sem troca ao longo da série","INST.NAC.METROLOGIA,NORM.E QUAL.INDL."
30204,30204,"30204","INPI","INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL",201601,202606,124,2228,"INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL","estavel","código presente sem troca ao longo da série","INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL"
30802,30802,"30802","DPRF","DEPTO. DE POLICIA RODOVIARIA FEDERAL",201601,202606,124,13984,"DEPTO. DE POLICIA RODOVIARIA FEDERAL","estavel","código presente sem troca ao longo da série","DEPTO. DE POLICIA RODOVIARIA FEDERAL"
32000,32000,"32000","MME","MINISTERIO DE MINAS E ENERGIA",201601,202606,124,907,"MINISTERIO DE MINAS E ENERGIA","estavel","código presente sem troca ao longo da série","MINISTERIO DE MINAS E ENERGIA"
32100,32396,"32100","DNPM","DEPARTAMENTO NAC. DE PRODUCAO MINERAL",201803,201906,15,2132,"Agência Nacional de Mineração","alta","DNPM encerra 201906, ANM abre 201906 — sucessão legal (Lei 13.575/2017)","DEPARTAMENTO NAC. DE PRODUCAO MINERAL"
32200,32200,"32200","ANEEL","AGENCIA NACIONAL DE ENERGIA ELETRICA",201601,202606,124,782,"AGENCIA NACIONAL DE ENERGIA ELETRICA","estavel","código presente sem troca ao longo da série","AGENCIA NACIONAL DE ENERGIA ELETRICA"
32300,32300,"32300","ANP","AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI",201601,202606,124,838,"AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI","estavel","código presente sem troca ao longo da série","AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI"
32396,32396,"32396","ANM","AGENCIA NACIONAL DE MINERACAO",201906,202606,84,2127,"Agência Nacional de Mineração","alta","código vigente","AGENCIA NACIONAL DE MINERACAO"
33000,33000,"trabalho_prev","MTP","MINISTERIO DO TRABALHO E PREVIDENCIA",202207,202606,47,15244,"MINISTERIO DO TRABALHO E PREVIDENCIA","estavel","código presente sem troca ao longo da série","Trabalho e Previdência"
33100,33100,"trabalho_prev","MPS","MINISTERIO DA PREVIDENCIA SOCIAL",202310,202606,32,7584,"Ministério da Previdência Social","media","código vigente","Trabalho e Previdência"
33200,33200,"trabalho_prev","MTE","MINISTERIO DO TRABALHO E EMPREGO",202401,202606,29,9092,"MINISTERIO DO TRABALHO E EMPREGO","estavel","código presente sem troca ao longo da série","Trabalho e Previdência"
33206,33206,"33206","PREVIC","SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR",201601,202606,124,232,"SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR","estavel","código presente sem troca ao longo da série","SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR"
35000,35000,"35000","MRE","MINISTERIO DAS RELACOES EXTERIORES",201601,202606,124,5631,"MINISTERIO DAS RELACOES EXTERIORES","estavel","código presente sem troca ao longo da série","MINISTERIO DAS RELACOES EXTERIORES"
35201,35201,"35201","FAG","FUNDACAO ALEXANDRE DE GUSMAO",201601,202606,124,91,"FUNDACAO ALEXANDRE DE GUSMAO","estavel","código presente sem troca ao longo da série","FUNDACAO ALEXANDRE DE GUSMAO"
36201,36201,"36201","FIOCRUZ","FUNDACAO OSWALDO CRUZ",201601,202606,124,6896,"FUNDACAO OSWALDO CRUZ","estavel","código presente sem troca ao longo da série","FUNDACAO OSWALDO CRUZ"
36205,36205,"36205","FUNASA","FUNDACAO NACIONAL DE SAUDE",201601,202606,124,20978,"FUNDACAO NACIONAL DE SAUDE","estavel","código presente sem troca ao longo da série","FUNDACAO NACIONAL DE SAUDE"
36207,36207,"36207","ANVS","AGENCIA NACIONAL DE VIGILANCIA SANITARIA",201601,202606,124,2133,"AGENCIA NACIONAL DE VIGILANCIA SANITARIA","estavel","código presente sem troca ao longo da série","AGENCIA NACIONAL DE VIGILANCIA SANITARIA"
36208,36208,"36208","ANS","AGENCIA NACIONAL DE SAUDE SUPLEMENTAR",201601,202606,124,841,"AGENCIA NACIONAL DE SAUDE SUPLEMENTAR","estavel","código presente sem troca ao longo da série","AGENCIA NACIONAL DE SAUDE SUPLEMENTAR"
37000,37000,"37000","DPU","DEFENSORIA PUBLICA DA UNIAO",201601,202606,124,2005,"DEFENSORIA PUBLICA DA UNIAO","estavel","código presente sem troca ao longo da série","DEFENSORIA PUBLICA DA UNIAO"
38000,38000,"38000","CADE","CONSELHO ADMINIST.DE DEFESA ECONOMICA",201601,202606,124,53,"CONSELHO ADMINIST.DE DEFESA ECONOMICA","estavel","código presente sem troca ao longo da série","CONSELHO ADMINIST.DE DEFESA ECONOMICA"
39250,39250,"39250","ANTT","AGENCIA NAC. DE TRANSPORTES TERRESTRES",201601,202606,124,1834,"AGENCIA NAC. DE TRANSPORTES TERRESTRES","estavel","código presente sem troca ao longo da série","AGENCIA NAC. DE TRANSPORTES TERRESTRES"
39251,39251,"39251","ANTAQ","AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS",201601,202606,124,496,"AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS","estavel","código presente sem troca ao longo da série","AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS"
39252,39252,"39252","DNIT","DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.",201601,202606,124,4444,"DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.","estavel","código presente sem troca ao longo da série","DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP."
40100,40100,"40100","MIDR","MIN DA INTEG E DO DESENV REGIONAL",202305,202606,37,1051,"Min. da Integração e Desenv. Regional","alta","código vigente","MIN DA INTEG E DO DESENV REGIONAL"
40105,40115,"40105","MD","MINISTERIO DA DEFESA",201601,202311,94,3141,"Ministério da Defesa","alta","sobreposição de 2 meses; 40105 vira casca","MINISTERIO DA DEFESA"
40106,40116,"40106","AGU","ADVOCACIA-GERAL DA UNIAO",201601,202606,121,8903,"Advocacia-Geral da União","alta","40106 cai de 8.856 para 1 cargo em 202310, com 0 ocupados, enquanto 40116 abre com 9.074","ADVOCACIA-GERAL DA UNIAO"
40107,54100,"40107","MINC","MINISTERIO DA CULTURA",201803,201903,12,1031,"Ministério da Cultura","media","mesma sigla MINC; lacuna de 2019 a 2023 (pasta extinta e recriada)","MINISTERIO DA CULTURA"
40108,40108,"40108","MCTI","MINISTERIO CIENCIA TECNOLOGIA INOVA",201601,202606,124,6082,"MINISTERIO CIENCIA TECNOLOGIA INOVA","estavel","código presente sem troca ao longo da série","MINISTERIO CIENCIA TECNOLOGIA INOVA"
40111,40211,"40111","MMA","MINISTERIO DO MEIO AMBIENTE",201601,202309,92,1274,"Ministério do Meio Ambiente","alta","40111 encerra 202309 com 1.211 aprovados; 40211 abre 202310 com exatamente 1.211","MINISTERIO DO MEIO AMBIENTE"
40112,40100,"40112","MDR","MINISTERIO DO DESENVOLVIMENTO REGIONAL",201601,202304,87,1179,"Min. da Integração e Desenv. Regional","alta","40112 encerra 202304 com 1.160; 40100 abre 202305 com 1.051 (-9,4%)","MINISTERIO DO DESENVOLVIMENTO REGIONAL"
40115,40115,"40115","MD","MINISTERIO DA DEFESA",202310,202606,32,3008,"Ministério da Defesa","alta","código vigente","MINISTERIO DA DEFESA"
40116,40116,"40116","AGU","ADVOCACIA-GERAL DA UNIAO",202310,202606,32,9459,"Advocacia-Geral da União","alta","código vigente","ADVOCACIA-GERAL DA UNIAO"
40200,40200,"40200","MCID","MINISTERIO DAS CIDADES",202305,202606,37,333,"Ministério das Cidades","media","código vigente","MINISTERIO DAS CIDADES"
40202,40202,"40202","ENAP","FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA",201601,202606,124,368,"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA","estavel","código presente sem troca ao longo da série","FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA"
40211,40211,"40211","MMA","MINISTERIO DO MEIO AMBIENTE",202310,202606,32,1213,"Ministério do Meio Ambiente","alta","código vigente","MINISTERIO DO MEIO AMBIENTE"
40301,40301,"40301","CNEN","COMISSAO NACIONAL DE ENERGIA NUCLEAR",201601,202606,124,3385,"COMISSAO NACIONAL DE ENERGIA NUCLEAR","estavel","código presente sem troca ao longo da série","COMISSAO NACIONAL DE ENERGIA NUCLEAR"
40403,40403,"40403","FCRB","FUNDACAO CASA DE RUI BARBOSA",201601,202606,124,159,"Fundação Casa de Rui Barbosa","alta","código estável","FUNDACAO CASA DE RUI BARBOSA"
40408,40408,"40408","FCP","FUNDACAO CULTURAL PALMARES",201601,202606,124,34,"FUNDACAO CULTURAL PALMARES","estavel","código presente sem troca ao longo da série","FUNDACAO CULTURAL PALMARES"
40413,40403,"40413","FCRB","FUNDACAO CASA DE RUI BARBOSA",202606,202606,1,145,"Fundação Casa de Rui Barbosa","baixa","aparece SÓ em 202606, o mês corrompido — provável artefato","FUNDACAO CASA DE RUI BARBOSA"
40501,40501,"40501","CNPQ","CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO",201601,202606,124,1109,"CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO","estavel","código presente sem troca ao longo da série","CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO"
40603,40603,"40603","SUFRAMA","SUPERINTENDENCIA ZONA FRANCA DE MANAUS",201601,202606,124,634,"SUPERINTENDENCIA ZONA FRANCA DE MANAUS","estavel","código presente sem troca ao longo da série","SUPERINTENDENCIA ZONA FRANCA DE MANAUS"
40604,40604,"40604","EMBRATUR","INSTITUTO BRASILEIRO DE TURISMO",201601,202606,124,311,"INSTITUTO BRASILEIRO DE TURISMO","estavel","código presente sem troca ao longo da série","INSTITUTO BRASILEIRO DE TURISMO"
40701,40701,"40701","IBAMA","INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS",201601,202606,124,6497,"INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS","estavel","código presente sem troca ao longo da série","INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS"
40801,40801,"40801","EX-TER/AP","GOVERNO DO EX-TERRITORIO DO AMAPA",201601,202606,124,7273,"GOVERNO DO EX-TERRITORIO DO AMAPA","estavel","código presente sem troca ao longo da série","GOVERNO DO EX-TERRITORIO DO AMAPA"
40802,40802,"40802","EX-TER/AC","GOVERNO DO EX-TERRITORIO DO ACRE",201601,201907,42,1,"GOVERNO DO EX-TERRITORIO DO ACRE","estavel","código presente sem troca ao longo da série","GOVERNO DO EX-TERRITORIO DO ACRE"
40803,40803,"40803","EX-TER/RO","GOVERNO DO EX-TERRITORIO DE RONDONIA",201601,202606,124,6750,"GOVERNO DO EX-TERRITORIO DE RONDONIA","estavel","código presente sem troca ao longo da série","GOVERNO DO EX-TERRITORIO DE RONDONIA"
40804,40804,"40804","EX-TER/RR","GOVERNO DO EX-TERRITORIO DE RORAIMA",201601,202606,124,4551,"GOVERNO DO EX-TERRITORIO DE RORAIMA","estavel","código presente sem troca ao longo da série","GOVERNO DO EX-TERRITORIO DE RORAIMA"
40806,40806,"40806","DECIP/SGP","DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.",201903,202606,87,427,"DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.","estavel","código presente sem troca ao longo da série","DEP.DE CENTRAL.SERV.DE INATIVOS E PENS."
41100,41100,"41100","MCOM","MINISTERIO DAS COMUNICACOES",202108,202606,58,275,"MINISTERIO DAS COMUNICACOES","estavel","código presente sem troca ao longo da série","MINISTERIO DAS COMUNICACOES"
41231,41231,"41231","ANATEL","AGENCIA NACIONAL DE TELECOMUNICACOES",201601,202606,124,1852,"AGENCIA NACIONAL DE TELECOMUNICACOES","estavel","código presente sem troca ao longo da série","AGENCIA NACIONAL DE TELECOMUNICACOES"
42000,13100,"42000","MDA","MINISTERIO DO DESENVOLVIMENTO AGRARIO",201601,201704,16,616,"Min. do Desenv. Agrário e Agric. Familiar","media","mesma sigla MDA; lacuna 2017-2023","MINISTERIO DO DESENVOLVIMENTO AGRARIO"
42201,42201,"42201","INCRA","INSTITUTO NAC. DE COLONIZ E REF AGRARIA",201601,202606,124,11703,"INSTITUTO NAC. DE COLONIZ E REF AGRARIA","estavel","código presente sem troca ao longo da série","INSTITUTO NAC. DE COLONIZ E REF AGRARIA"
42204,42204,"42204","DNOCS","DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS",201601,202606,124,2900,"DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS","estavel","código presente sem troca ao longo da série","DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS"
42207,42207,"42207","IBRAM","INSTITUTO BRASILEIRO DE MUSEUS",201601,202606,124,844,"INSTITUTO BRASILEIRO DE MUSEUS","estavel","código presente sem troca ao longo da série","INSTITUTO BRASILEIRO DE MUSEUS"
44205,44205,"44205","ANA","AGENCIA NACIONAL DE AGUAS",201601,202606,124,399,"AGENCIA NACIONAL DE AGUAS","estavel","código presente sem troca ao longo da série","AGENCIA NACIONAL DE AGUAS"
44206,44206,"44206","JBRJ","INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ",201601,202606,124,235,"INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ","estavel","código presente sem troca ao longo da série","INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ"
44207,44207,"44207","ICMBIO","INSTITUTO CHICO MENDES CONSERV.BIODIVER.",201601,202606,124,2911,"INSTITUTO CHICO MENDES CONSERV.BIODIVER.","estavel","código presente sem troca ao longo da série","INSTITUTO CHICO MENDES CONSERV.BIODIVER."
45203,45203,"45203","CVM","COMISSAO DE VALORES MOBILIARIOS",201601,202606,124,607,"COMISSAO DE VALORES MOBILIARIOS","estavel","código presente sem troca ao longo da série","COMISSAO DE VALORES MOBILIARIOS"
45205,45205,"45205","IBGE","FUND. INST. BRASIL. GEOG. E ESTATISTICA",201601,202606,124,11530,"FUND. INST. BRASIL. GEOG. E ESTATISTICA","estavel","código presente sem troca ao longo da série","FUND. INST. BRASIL. GEOG. E ESTATISTICA"
45206,45206,"45206","IPEA","INSTITUTO DE PESQUISA ECONOMICA APLICADA",201601,202606,124,1019,"INSTITUTO DE PESQUISA ECONOMICA APLICADA","estavel","código presente sem troca ao longo da série","INSTITUTO DE PESQUISA ECONOMICA APLICADA"
45208,45208,"45208","SUSEP","SUPERINTENDENCIA DE SEGUROS PRIVADOS",201601,202606,124,828,"SUPERINTENDENCIA DE SEGUROS PRIVADOS","estavel","código presente sem troca ao longo da série","SUPERINTENDENCIA DE SEGUROS PRIVADOS"
49000,49000,"49000","MINFRA","MINISTERIO DA INFRAESTRUTURA",201601,202606,124,1251,"MINISTERIO DA INFRAESTRUTURA","estavel","código presente sem troca ao longo da série","MINISTERIO DA INFRAESTRUTURA"
49100,49100,"49100","MPOR","MINISTERIO DE PORTOS E AEROPORTOS",202309,202606,33,106,"MINISTERIO DE PORTOS E AEROPORTOS","estavel","código presente sem troca ao longo da série","MINISTERIO DE PORTOS E AEROPORTOS"
49200,49200,"49200","MT","MINISTERIO DOS TRANSPORTES",202310,202606,32,785,"MINISTERIO DOS TRANSPORTES","estavel","código presente sem troca ao longo da série","MINISTERIO DOS TRANSPORTES"
52201,52201,"52201","ANAC","AGENCIA NACIONAL DE AVIACAO CIVIL",201601,202606,124,1893,"AGENCIA NACIONAL DE AVIACAO CIVIL","estavel","código presente sem troca ao longo da série","AGENCIA NACIONAL DE AVIACAO CIVIL"
